,utente,commento,hotel,dataIns,rating
702,MLFC01,"Un B&B di fascia alta, non tanto per il prezzo che è giusto, ma la qualità della camera ampia ben arredata pulita. Ottima colazione e comodissimo e sicuro il parcheggio interno. Zona assolutamente tranquilla per un ottimo riposo. Si vede l'attenzione che i proprietari dedicano.",B&B Igea.50,2019-07-05,5 stelle
703,Galimba G,Ottimo in tutto..attenzione dalla camera alla colazione ala pulizia all ospitalità ..signori molto cordiali ci siamo sentiti come in famiglia . Da non perdere la colazione con le torte fatte in casa e con immensa varietà di prodotti . GraZi mille !,B&B Igea.50,2019-07-05,5 stelle
704,BergamoGreen,"Un b e b dove sentirsi come a casa,un b e b riposante,in campagna ma a pochi chilometri dal centro;una colazione preparata con estrema cura e con prodotti di alta qualità dalla signora Gianna,persona di squisita gentilezza e discrezione.La camera ""bosco"",è arredata con estrema cura ,spaziosa e silenziosa.Il bagno un po' piccolo ma provvisto di tutto,anche delle ciabattine monouso.Pulizia impeccabile.La signora Gianna e suo marito sanno dare parecchi consigli sia a livello turistico che ..mangereccio.Sicuramente un posto da consigliare…",B&B Igea.50,2019-07-05,5 stelle
705,Cristian P,"Abbiamo soggiornato 2 giorni in questa incantevole struttura. Siamo stati accolti dalla signora Gianna come dei ""figli "" consigliati per il meglio nelle nostre attività turistiche e coccolati con una stanza pulita e profumata durante il soggiorno. Colazione insuperabile con manicaretti esclusivamente fatti in casa da gustare in ambiente piacevole e rilassante. Torneremo senza dubbio e ringraziamo i proprietari per lo splendido soggiorno.",B&B Igea.50,2019-07-05,5 stelle
706,giacomofgrassi,"Si entra in una casa di famiglia e l'atmosfera che si percepisce è proprio quella di casa.La colazione è abbondante e la signora, gentile e disponibile, è un asso in cucina. Ogni aspetto della stanza è curato in ogni dettaglio.",B&B Igea.50,2019-07-05,5 stelle
707,Roberto e Grazi... B,"Questa struttura, in una zona tranquilla a cinque minuti in macchina dal centro, riserva agli ospiti un'accoglienza veramente unica. La signora Gianna unisce alla gentilezza, grande competenza e numerosi consigli molto utili per scoprire al meglio la città ed eventuali luoghi dove cenare. Se vi capita di andare a Modena, pernottate in questo B&B, dove godrete di un  tranquillo riposo la notte e la mattina di una meravigliosa e abbondante colazione.",B&B Igea.50,2019-07-05,5 stelle
708,Susi F,"Non lontano da Modena, in una zona molto tranquilla, c'è questo B&B davvero molto bello. Stanze ben arredate e super confortevoli, pulitissime, grande bagno con ottimi prodotti per l'igiene, parcheggio gratuito, colazione strepitosa preparata dalla proprietaria, la signora Gianna che, con il marito Giuliano, è il vero valore aggiunto... un'accoglienza calorosa che ci ha fatti sentire coccolati, abbiamo parlato come vecchi amici e per finire ci hanno prenotato un ristorante davvero ottimo vicino. Se torneremo a Modena sappiamo già dove alloggiare!!",B&B Igea.50,2019-07-05,5 stelle
709,Enrica B,Sono stata ospite di questo bellissimo b&b per un viaggio di lavoro ma consigliatissimo anche per viaggio di piacere x scoprire Modena e dintorni. È in zona tranquilla ma nello stesso tempo  vicininissimo al centro di Modena. Dotato di 3 camere moderne ben  arredate e pulitissime. Disponibilissima e gentilissima la signora Gianna che ti accoglie calorosamente e ti vizia con una colazione da re!!!! Al prossimo viaggio di lavoro e nn solo....Arrivederci!!!!!,B&B Igea.50,2019-07-05,4 stelle
710,Marcello Occhetti,"Delizioso B&B vicino Modena in una zona tranquilla ideale per riposare. Spettacolare la colazione della signora Gianna, che non si limita ad accoglierti, ma, come il marito, ti fa sentire ospite gradito: quasi uno di casa. Pulizia, arredamento e gentilezza al massimo di quanto si possa desiderare. Per noi l'idea del B&B è proprio questa: qualcuno che ti accoglie a casa sua.Sicuramente ci torneremo!",B&B Igea.50,2019-07-05,5 stelle
711,gabry34,"La signora Gianna ti fa sentire a casa. La colazione preparata dalla signora e' la ciliegina sulla torta di questo B&B. Torte, biscotti e altri prodotti  fatti in casa e soprattutto molto buoni.La struttura e' molto curata e accogliente.Tornero' presto con la mia famiglia.",B&B Igea.50,2019-07-05,5 stelle
712,Luca,"BeB perfetto, poco fuori il centro di Rimini, a pochi km dall'imbocco della autostrada. Camera arredate con gusto e molto moderne ed eleganti, presenza di park privato, wifi, tv e aria condizionata. La chicca sicuramente è la colazione, tutto preparato in casa, dalla proprietaria, sia dolce che salato, tutto buonissimo e ottima preparazione della tavola con fiori freschi. Ti sembra di essere a casa, non c è nulla dire, non si può volere di più. Forse l unica pecca potrebbe essere la non vicinanza al centro, il ristorante più vicino è a 10 minuti di auto, 2 km. lo consiglio e ci ritornerò",B&B Igea.50,2019-07-05,5 stelle
713,fontenuovasiena,"Una calda accoglienza amichevole e cortese. Stanze nuove ben arredate, pulitissime, ampie, con bagni ben accessoriati e comodi. Una splendida e abbondante prima colazione, con molti prodotti fatti in casa (torte buonissime e marmellate). Bellissima e colorata apparecchiatura con fiori freschi. Il tutto accompagnato dalla gentilissima premura della padrona di casa. Spero di tornarci presto!",B&B Igea.50,2019-07-05,5 stelle
714,Badcinny,"B&B Igea.50 ha un cuore che si chiama Gianna. Gianna e’ una proprietaria elegante e gentile che sarà capace di accoglierti nella sua casa rendendo il tuo soggiorno completo di ogni comfort, senza mai essere invadente. L’appartamento vanta camere dal design nuovissimo, ispirate ai temi della natura, sempre precisamente pulite e riordinate. L’unicità di questo B&B però sta senza dubbio nella colazione: Gianna confeziona personalmente torte e biscotti di ogni tipo, degni di una pasticceria e sempre perfettamente presentati. Solo l’assaggio di una delle sue prelibatezze vale il soggiorno. Tornerò presto a trovarla.",B&B Igea.50,2019-07-05,5 stelle
715,AlexA,"Un beb di un livello superiore alla media, confortevole e sempre climatizzato. La colazione a buffet ricca di marmellate e dolci fatti in casa con ricette della tradizione familiare e preparati personalmente dalla proprietaria Gianna, che ha molto cura della sua dimora. La location è una tranquilla campagna a qualche km fuori Modena ed è vicina al centro commerciale Grandemilia. Consigliato per viaggi di lavoro ma anche per visitare la città o per turismo di passaggio.",B&B Igea.50,2019-07-05,5 stelle
716,Stefania P,"Trovato per caso, il B&B è stata una meravigliosa sorpresa. I proprietari, marito e moglie, sono stati deliziosi e gentilissimi. Ci siamo sentiti subito a nostro agio! La struttura è accogliente, molto ben arredata e pulitissima. Poco distante dal centro di Modena e in una zona molto tranquilla, ci si può affidare ai preziosi consigli dei proprietari per sapere cosa vedere e dove mangiare. A chiudere il nostro breve soggiorno è stata la super e gustosa colazione, ricca di ogni delizia dolce e salata! Non c’è dubbio sul fatto che, quando torneremo a Modena, alloggeremo qua :)",B&B Igea.50,2019-07-05,5 stelle
717,Francesco C,"Ho soggiornato presso il B&B Via Igea 50 per diverse settimane. Non posso dire altro che di aver trovato il posto giusto per sentirmi a casa seppur in trasferta lavorativa. Faccio i complimenti a Gianna e Giuliano per l'approccio con il cliente/ospite. Le stanze sono curate, pulite ed i proprietari sono molto attenti al dettaglio. Tornerò presto. For those who do not speak italian and are looking for a great place to stay in Modena, I suggest you this place as I have been a long time customer and I was lucky enough to enjoy a truly welcoming and well-maintained accommodation.",B&B Igea.50,2019-07-05,5 stelle
718,Klaus22,"B&B eccellente in tutti gli aspetti, stanza e bagno  accoglienti, curati e pulitissimi. Colazione straordinaria per qualità, quantità, scelta e allestimento. Proprietari molto garbati, attenti e simpatici.  Parcheggio privato; buona connessione WIFI. E' un peccato che sia un po' fuori mano.",B&B Igea.50,2019-07-05,5 stelle
719,blndie,"Siamo state in occasione del concerto di Vasco Rossi  Tutto perfetto , accoglienza eccellente dei padroni di casa Gianna e Giuliano pulizia impeccabile zona tranquilla e rilassante, la colazione spettacolare tutto fresco e fatto dalla signora Gianna.Consigli a tutti di passare anche solo una notte in questo posto favoloso si respira aria di casa e tutto questo grazie alla passione dei padroni di casa Grazie ancora Gianna e GiulianoSaluti dalla Svizzera",B&B Igea.50,2019-07-05,5 stelle
720,Franco D,"Ero già stato ospite qualche anno fa di questo albergo, ma dopo alcuni importanti interventi è decisamente un'altra cosa: sontuoso, elegante, quasi sfarzoso, perfino con qualcosa che ti ricorda un chiostro a fianco del salone per i convegni e per la colazione. Le camere, certo, sono rimaste un po' anguste, ma decisamente confortevoli. Da raccomandare!…",PHI Hotel Canalgrande,2019-07-05,4 stelle
721,sanka87,"Hotel in vecchio stile in centro a Modena. Elegante ma con qualche particolare da ristrutturare. Magnifica la sala colazioni che risponde al criterio di conservare lo storico ma arricchendolo con elementi aggiornati. Cortese il servizio, buona la.colazione. Posizione comodissima al centro storico.…",PHI Hotel Canalgrande,2019-07-05,3 stelle
722,Monica23,"Accoglienza, pulizia e posizione centrale sono le caratteristiche principali di questo hotel! Stanze confortevoli e spaziose. Colazione varia. Unica pecca: problemi con la carta magnetica che dà accesso alla stanza. Però assolutamente consigliato!",PHI Hotel Canalgrande,2019-07-05,5 stelle
723,99milena,ottimo hotel .già stata .il personale della colazione eccelente .gentile disponibile.buona colazione.la pulizia della stanza  buona con delle occorgimenti set bagno accapatoio.un pò freddo il personale alla recpition.un sorriso non fà male.,PHI Hotel Canalgrande,2019-07-05,5 stelle
724,Sonia C,"Che dire... tutto bellissimo, un hotel in un palazzo storico con quadri e pareti meravigliosi. Bar, sala lettura, i quotidiani nella sala delle colazioni, colazione varia, dal dolce al salato. Camerieri gentili e disponibili, anche in reception. Hotel centralissimo... ci si può muovere a piede per visitare tutte le meraviglie di Modena... il duomo, l’accademia, ex ospedale, l’università con annesso parco, il museo Enzo Ferrari e tante altre cose... camere pulite, curate in ogni dettaglio, set bagno con shampoo,bagnoschiuma,detergente intimo, lametta, cuffia e tante altre cose.... che dire posto incantevole in centro! Meglio di così!! Consigliato!…",PHI Hotel Canalgrande,2019-07-05,5 stelle
725,unarosarossa,"ottimo hotel, personale molto gentile e disponibile, posizione centrale, camera molto accogliente e silenziosa, ci ritornerei subito!Da migliorare: la qualità della colazione...proporrei formaggi e salumi della regione piuttosto che dell'emmental....",PHI Hotel Canalgrande,2019-07-05,5 stelle
726,Riccardo F,"In ottima posizione nel centro della città, l'hotel ha un fascino antico e le camere sono in sintonia con l'atmosfera. Accoglienza ottima, parcheggio in ztl perfetto e comodo, pulizia e cortesia. Camere ampie e ben arredate. Colazioni buona in un ambiente moderno e ampio. Bello anche il giardino interno. Buona anche l'accoglienza per i bambini. Prezzi nella media ed in linea con i servizi offerti. Io ci tornerei e lo consiglio a chi vuole visitare Modena.",PHI Hotel Canalgrande,2019-07-05,4 stelle
727,EttiFeel,Abbiamo alloggiato in camera matrimoniale superior. L’hotel e le camere rispecchiano il carattere storico del palazzo che li ospita. La camera non è grandissima ma c’è stato il passeggino comodamente. Anche il bagno molto comodo. Colazione dolce e continentale buona e abbondante. Personale gentilissimo e attento. Ci siamo trovati molto bene. Consigliato per chi vuol stare nel centro di Modena.,PHI Hotel Canalgrande,2019-07-05,4 stelle
728,alessia3011,"Hotel di gran pregio nella hall e sale comuni,con camere ben arredate e servizi di qualità... Gradito anche il set di cortesia in bagno, il bollitore con tisane in camera e le piccole attenzioni per coccolare gli ospiti... Posizione ottima per visitare il centro a piedi e comunque comoda da raggiungere in auto grazie al rilascio del pass per la zona ZTL...massima cortesia dello staff e ottima colazione!",PHI Hotel Canalgrande,2019-07-05,5 stelle
729,Massimiliano C,"L'hotel si trova in pieno centro, all'interno della ztl, ma basta comunicare la targa alla reception per evitare la multa. Il parcheggio è difficoltoso, ma girando un po' si trova. L'albergo è davvero molto bello, forse un po' datato qua e là. Molto pulito, ordinato, colazione ricca e abbondante, sia di dolci che continentale. Tutto il personale è molto cortese. Unica piccola pecca: nonostante l'ascensore, per raggiungere la nostra camera era necessario fare alcuni scalini, oltre quelli dell'ingresso.",PHI Hotel Canalgrande,2019-07-05,5 stelle
730,Aldo P,"Hotel comodissimo e centrale. Accogliente, pulito e con tutto quello che fa comodo avere a disposizione. Colazione di qualità e abbondante. Personale gentile e competente. Ambiente tranquillo e camere silenziose.",PHI Hotel Canalgrande,2019-07-05,4 stelle
731,Luna,"Hotel davvero molto bello, in pieno centro, comodo per chi desidera visitare musei e la città a piedi. Personale molto disponibile e cordiale, pulizia impeccabile, colazione molto varia e con prodotti di qualità. Mi sono trovata davvero bene, consigliatissimo.",PHI Hotel Canalgrande,2019-07-05,4 stelle
732,Vic5863,"Stile un po’ datato ma la struttura è ben curata così come le camere. Pulite, comode, fornite di ogni necessaire. Colazione ottima. Davvero niente da dire. Ottima anche la posizione. Il personale inoltre estremamente gentile.",PHI Hotel Canalgrande,2019-07-05,4 stelle
733,Francesco,"Facilmente raggiungibile, anche in macchina perché c'è il garage e il parcheggio. Posizione perfetta. Palazzo storico. Camere pulite, letto comodo. Colazione ottima e varia.Il migliore in centro a Modena.",PHI Hotel Canalgrande,2019-07-05,5 stelle
734,Ciccio,Ho avuto modo di tornare in questo hotel dopo diversi anni. Non è cambiato nulla.Pulito ordinato standard. Nulla di più. Ma soprattutto vecchio. Non nella struttura che nonostante i diversi anni di età e il mobilio quasi di antiquariato e ben tenuto ma proprio nell'aria che respiri. Peccato. Una buona ristrutturazione sarebbe davvero opportuna. Comunque per Modena non c'è di meglio. Anche questo davvero strano considerata la città e l'economia locale che certamente bon può considerarsi non florida.  Non c'è di meglio.,PHI Hotel Canalgrande,2019-07-05,4 stelle
735,martina m,"Vetusto nei locali, andrebbe rimodernato pur mantenendo quell'aria di classicismo che personalmente mi piace. Stanza piccola, per fortuna ero da sola. Bagno non da hotel a 4 stelle, comunque molto pulito.Colazione molto buona, personale gentile.",PHI Hotel Canalgrande,2019-07-05,3 stelle
736,daniangivirgi,"Il giudizio medio è influenzato da due fattori positivi , e cioè la buona posizione dell’hotel ed il prezzo tutto sommato onesto per un 4 stelle; però è anche vero che un 4 stelle non può avere ancora camere arredate come se fossimo negli anni ottanta , con sanitari e lavabo funzionanti ma vecchi , moquette di anni fa ( probabilmente la causa di un odore di chiuso );Alcuni colleghi mi hanno detto però che al piano di sotto a terra c’era il parquet, quindi può essere che stanno iniziando l’opera di svecchiamento dell’hotel, direi necessaria per stare al passo con i tempi !!",PHI Hotel Canalgrande,2019-07-05,3 stelle
737,balbert,"Siamo rientrati dopo alcuni giorni passati a Modena con i nostri amici e abbiamo scelto l’hotel Canalgrande in quanto era molto comodo per le nostre esigenze. Inoltre avevano una buona disponibilità di camere grandi per 2 adulti e un figlio grande nonché un bulldog inglese femmina e molto pigra... il riposo per lei è importante!Per quanto riguarda la posizione non ho molto da dirvi, in quanto credo che sia una delle migliori soluzioni nel centro di Modena: a piedi si riesce a raggiungere praticamente tutti i luoghi più interessanti.Le camere sono molto ben riscaldate, accoglienti e pulite. In particolare la camera scelta da noi era molto grande, con parquet e area scrittoio e relax. Compreso anche il boiler set con caffe e the.La colazione continentale è ben fornita di tutto e con caffè direttamente dal bar (non dalle macchinette), ottimo il reparto “salato” freddo e caldo.Unica nota negativa: l’hotel è molto antico e alcune zone necessitano di ristrutturazione; ad ogni modo credo che la nuova gestione abbia già preso a cuore questo aspetto, con riammodernamenti previsti nel corso dei prossimi mesi.La cosa che più mi ha colpito infine è la cordialità e la gentilezza del personale sempre pronto a risolvere col sorriso qualsiasi nostra esigenza: credo che in fin dei conti ogni hotel è fatto da persone che amano il proprio lavoro e sono dediti ogni giorno ad accogliere e a far sentire come a casa propria gli ospiti. Obiettivo centrato, la prossima volta torneremo sicuramente in questo hotel!",PHI Hotel Canalgrande,2019-07-05,4 stelle
738,FranciPag90,"L’hotel è centrale e si trova in un edificio storico molto elegante. Gli arredi sono molto retrò e secondo me andrebbe fatto un bel restyling di tutta la struttura, in particolar modo delle camere. È tutto troppo datato per il prezzo che si paga. Colazione buona e varia in un’ampia sala. Prima di arrivare ho contattato l’hotel tramite mail e sito per delle richieste aggiuntive e non ho ricevuto alcuna risposta. Spero si sia trattato di un malinteso, ma credo che nel 2018 non rispondere alle mail del cliente non sia per niente positivo (avendo lavorato in un albergo posso dire che dovrebbe essere una delle priorità). Nel complesso comunque l’hotel è ok, ma certi aspetti vanno migliorati.",PHI Hotel Canalgrande,2019-07-05,3 stelle
739,FOUR10,Siamo stati per due notti in questo albergo diciamo un mordi e fuggi nn abbiamo neanche usufruito della colazione ma posso dire che nonostante sia un po’ datato nelle stanze nn manca niente. Il personale disponibile e la posizione super centrale. Ottimo prezzo.Ci ritornerei assolutamente.,PHI Hotel Canalgrande,2019-07-05,4 stelle
740,maddy.wow23,"Sono anni che veniamo all'Hotel Ambasciatori. Una volta almeno durante l'estate un salto in riviera si fa e scegliamo sempre questa struttura. Gestione familiare, buona pulizia degli spazi e le camere vista mare sono davvero belle. A Misano uno dei migliori",Ambasciatori Hotel,2019-07-05,5 stelle
741,montico007,"Ottimo hotel a veramente due passi dal mare, sul lungomare di Misano. Cucina e pulizia delle camere davvero ottima. Inoltre ottima l'attenzione per i bimbi, non solo per i nostri, visto che nel periodo in cui eravamo li, ospitavano davvero tanti bimbi. E' stato divertente. Torneremo sicuramente.…",Ambasciatori Hotel,2019-07-05,5 stelle
742,Elisabetta4851,"Partiamo dalla posizione, decisamente buona, con camere vista mare e molto pulite. Tutte le persone, a partire dai proprietari, per non tralasciare il personale di servizio, si sono dimostrati davvero molto disponibili verso la clientela. La cucina rispetta la normalità, non particolarmente raffinata, dà il necessario, con buffet di verdure ( direi abbastanza ripetitivo e non sempre rimpiazzato ). La scelta del menù viene fatta la sera precedente. Buona la proposta alla colazione con svariati dolci e scelta anche del salato. La convenzione con la spiaggia è proposta nel bagno che, parallelamente alla spiaggia, presenta una barriera di scogli, a mio parere troppo vicina all'arenile. Questo fa sì che si formi una pozza di acqua adatta forse ai bimbi, ma non invitante alla balneazione per l'adulto. Complessivamente un hotel adatto a famiglie con bambini, senza eccessive pretese.   P.S. possibilità di avere cassaforte in camera, anche se molto piccola, ma comunque necessaria...…",Ambasciatori Hotel,2019-07-05,3 stelle
743,Elybaggins,"Noi abbiamo alloggiato nelle nuove camere ristrutturate, con vista mare. Ottima posizione sia per il mare che per il centro del paese.  Il personale cortese e disponibile.  Colazione buona (ottime le crostate)!!!  Consigliato! ",Ambasciatori Hotel,2019-07-05,4 stelle
744,Cristina,"Hotel pulito, comodo e personale disponibile e cordiale! Abbiamo soggiornato per il week end di Pasqua con una bimba piccola e un cagnolino! Buona la cena e la colazione!  Ci siamo trovati molto bene e sicuramente torneremo! Bella la zona gioco interna dedicata ai bambini.",Ambasciatori Hotel,2019-07-05,5 stelle
745,Alvaro Lucchi,"Buon hotel proprio sul mare di Misano. Posizione ottima a due passi dal centro. Ottimi i servizi per i bimbi, con la play room utilissima nei giorni di pioggia. Ottima la cucina ed anche la disponibilità di tutto lo staff nei nostri confronti.",Ambasciatori Hotel,2019-07-05,5 stelle
746,Francesco G,"Abbiamo scelto di soggiornare in questo hotel di Misano Adriatico a conduzione familiare. Il grande vantaggio dell'Hotel è che a 10 metri dalla spiaggia, per cui avendo anche i bimbi al seguito è stata una comodità non indifferenteNonostante i nostri figli siano piuttosto animosi, i responsabili della struttura e lo staff si sono dimostrati cordiali e pazienti; ci hanno coccolato dall'inizio alla fine della nostra settimana di vacanza. In quanto a pulizia delle camere, qualità dei pasti nulla da eccepire, tutto al di sopra delle aspettative. Poi quando esci dal balcone e vedi tutta la riviera romagnola con il sole al tramonto, ti si apre il cuore.",Ambasciatori Hotel,2019-07-05,5 stelle
747,Manfredi_aldo,Hotel fronte mare con ottima vista panoramica dalla nostra camera al terzo piano. Colazione abbondante e ricca di prodotti fatti in casa. Staff davvero cordiale e sempre presente. Ottima la pulizia della camera.,Ambasciatori Hotel,2019-07-05,5 stelle
748,ludobri81,"4 giorni in questo hotel trovato su booking.com. Devo dire che hanno rispettato le nostre attese. Eravamo in una camera standard vista mare. Non c'era l'aria condizionata in camera ma in realtà non l'avremmo comunque accesa, visto che dal balcone vista mare c'è sempre una piacevolissima brezza marina. Colazione molto varia ed abbondante con molti prodotti fatti in casa. Personale tutti molto gentili, specialmente Andrea che è stato sempre gentile con noi anche consigliandoci posti da visitare e dove mangiare. A presto",Ambasciatori Hotel,2019-07-05,5 stelle
749,biondomar999,"Hotel trovato per caso grazie alle buone recensioni su internet. La connotazione family hotel è super azzeccata. In cucina la cuoca Fernanda è davvero bravissima ma soprattutto disponibile. In sala Egidio è un pochino il nonno di tutti. Per non dimenticare Andrea che ci ha aiutato in tutte le nostre esigenze.Avevamo una bella camera con vista mare, molto spaziosa per tutti e 4 e ben pulita. A due passi anche da Riccione o Cattolica. Un saluto dalla fam. Biondo",Ambasciatori Hotel,2019-07-05,5 stelle
750,Dolores D,"Siamo appena tornati da una vacanza  di 10 giorni in questo hotel. Siamo stati benissimo, tutti molto gentili e cucina ottima. Ci torneremo sicuramente se decidiamo di venire a Misano . Grazie a tutti . Unico problema...qualche chilo in più...Ma ci sta dai!!",Ambasciatori Hotel,2019-07-05,5 stelle
751,Claudio L,"Secondo anno ... esperienza vissuta anche dai super esigenti nonni insieme alla piccola Vale ... pagella con tutti 10 .. nonni soddisfatti sia per la comodità della camera richiesta vicino ascensore e sia per L aria condizionata....super  impeccabile la pulizia quotidiana della camera , soddisfatti dei menu quotidiani e della scelta del buffet ... sempre impeccabile e ricca la colazione con tante torte e biscotti fatti in casa ... buonissimi ..Un grande abbraccio a Marcella infaticabile  nel suo lavoro è sempre pronta ad aiutare dal mattino alla sera ... un grazie ad Andrea e a tutta la sua famiglia che ci fa sentire come a casa .. grazie per averci fornito il prezioso  nome della oculista ... veramente brava e disponibile.. ( grazie Andrea !!!! Se puoi ringraziala ancora e dille che va tutto bene ) .. oltre ai vari consigli per gite e visite nei dintorni ....Non resta che dire ... non c è 2 senza 3 ( speriamo)",Ambasciatori Hotel,2019-07-05,5 stelle
752,nicolaceccoli,"Secondo anno consecutivo, e anche stavolta mi sono trovato molto bene. La posizione invidiabile è già un ottimo punto di partenza, se poi aggiungiamo una stanza spaziosa e confortevole (aria condizionata, box doccia) con parziale vista sul mare, proprietari e personale molto cortesi (nota di merito per la cameriera Marcella), buona cucina sia a colazione (dove ero costretto a contenermi...) sia a pranzo e cena con apprezzabile varietà, ci sono tutte le carte in regola per trascorrere una bella vacanza. Se tornerò a Misano, di sicuro sarà in questo albergo.",Ambasciatori Hotel,2019-07-05,5 stelle
753,lillymi91,Ho trascorso dieci giorni in questo hotel nel periodo di ferragosto.Ho soggiornato sia nella camera laterale che fronte mare e consiglio la camera fronte mare sia per il panorama che per la grandezza e il mobilio nuovo.Al ristorante si mangia abbastanza bene forse dovrebbero aggiungere qualcosa in più nel buffet oltre le verdure.Lo staff gentile e anche i camerieri molto gentili e disponibili.Grazie di tutto a presto,Ambasciatori Hotel,2019-07-05,4 stelle
754,Roby P,"Abbiamo appena finito il nostro soggiorno in questo hotel e volevamo ringraziare tutto   Il personale che ci ha accolto e che ci ha fatto sentire come a casa.Una famiglia e uno staff generoso e accogliente. Grazie per averci sopportato con la preparazione quotidiana del brodo per la mia bambina di 7 mesi , per esserci venuti incontro nei nostri orari e per avere una stanza giochi così bella 😀. Insomma, Noi ci siamo trovati benissimo e lo consigliamo a tutte quelle persone e quelle famiglie che cercano la semplicità e allo stesso tempo la cortesia e la professionalità . Mangiare squisito e super disponibilità . Grazie a tutti. !",Ambasciatori Hotel,2019-07-05,5 stelle
755,Ely E,"Abbiamo alloggiato in questo hotel una settimana posizione ottima fronte mare, vicino al supermercato, bar e ristoranti.Pulizia poche, personale cortese tranne la cucina!Abbiamo fornito un pacchetto di pastina da fare alla nostra bimba di 17 mesi che è stato utilizzato una sola volta! La seconda volta che è stata chiesta, scritto sul menù la sera prima, non è stata fatta perché la signora della cucina (la proprietaria) aveva deciso che mia figlia doveva mangiare la sua minestrina, cioè pasta all'uovo in brodo dove non ho potuto mettere l'omogenizzato che volevo! Avevo il tavolo di fronte la cucina e ho visto come ha trattato la ragazza della sala, bravissima ma per evitare problemi non ci ha più servito! Alla fine mia figlia quella sera ha mangiato poco niente! Il giorno dopo volevo andare via! Avevo chiesto, sempre la sera prima sul menù, se potevamo far pranzare mezz'ora prima la bimba è al nostro arrivo in sala, sempre la solita signora, ha avuto una reazione spropositata, sbraitando ha chiuso in fretta le porte della sala, mi sono alzata e stavo andando via! Ha mandato via in malo modo altri ospiti dalla sala perché scesi un quarto d'ora prima e chiesto se potevano rimanere! Eravamo nuovi clienti e probabilmente non hanno bisogno di nuovi! La struttura non era nemmeno piena! Un NO cordiale se non si può soddisfare una richiesta di un cliente è molto più semplice invece di certe reazioni! Delusione!",Ambasciatori Hotel,2019-07-05,3 stelle
756,Franco F,"Ho trascorso in questo hotel 5 gg bellissimi dal 29 luglio al 2 agosto. Camera 316, 4° piano con bellissima vista mare. Proprietari e tutto lo staff molto cortesi ed accoglienti, ti fanno sentire sempre a tuo agio, cibo ottimo ed abbondante, così come la scelta dei vini, dolci da favola. Camere molto pulite, l'unico appunto che posso fare, manca il frigo in camera, per il resto tutto ok, grazie.",Ambasciatori Hotel,2019-07-05,5 stelle
757,valefuso,"Ho soggiornato in questo hotel una settimana a luglio. Posizione strategica perche situato in area pedonale quindi senza il caos delle macchine, ad un passo dal mare, ad un passo dal centro, balcone davanti al mare fantastico. Pulizia dei luoghi comuni ma soprattutto delle camere impeccabile. ospitalità dei proprietari top, sempre attenti a tutto e anche il resto del personale sempre molto cortese soprattutto la cameriera in sala 🔝. Pranzi e cene sempre vari con 3 scelte di primo e secondo sempre diversi, ma il massimo la colazione molto varia. Che dire.. sono stata benissimo e lo consiglio vivamente!!! Sicuramente torneremo! Grazie per le splendide vacanze!!",Ambasciatori Hotel,2019-07-05,5 stelle
758,Alessandra P,Io sono andata quando ero piccola con i miei nonni e ci siamo trovati benissimo... Lo staff ti tratta come uno di famiglia... Il cibo è ottimo e ci sono diverse scelte.... È veramente vicino al mare devi solo attraversare la strada... I titolari sono veramente delle bravissime persone.. Spero di riuscire a tornare lì per avere altri ricordi con la mia famiglia. Grazie per i bellissimi ricordi....lo consiglio,Ambasciatori Hotel,2019-07-05,5 stelle
759,Claudia G,Come ogni anno torno con molto piacere all'hotel Ambasciatori. La famiglia Serafini e' sempre molto gentile e disponibile. Cucina ottima. La vista dalla camera e' veramente splendida. Lo consiglio a tutti!!,Ambasciatori Hotel,2019-07-05,5 stelle
760,Renzo M,"Io e mia moglie, con il nostro cagnolino, abbiamo soggiornato all’Hotel Touring dal 27 aprile al 29 aprile; nonostante il maltempo che ha condizionato questo breve periodo di vacanza e il virus influenzale che ha colpito mia moglie, con tanto di febbre alta e che ci ha costretto a interrompere anzitempo il soggiorno, abbiamo potuto apprezzare le caratteristiche positive di questo Hotel, con una invidiabile posizione fronte mare; le camere non saranno modernissime, ma sono in buone condizioni, con aria condizionata individuale e un balcone spazioso da cui si può ammirare l’Adriatico; la cucina è nel complesso più che soddisfacente, ma quello che si nota immediatamente è la notevole disponibilità di tutto il personale, di una cordialità spontanea che è una qualità non frequente. Credo che ritorneremo all’Hotel Touring, sperando di aver miglior fortuna con il tempo e la salute.…",Hotel Touring,2019-07-05,5 stelle
761,Frankie Man,"Sorrisi, gentilezza, disponibilità. L'hotel e le stanze non sono moderni, ma la struttura è praticamente davanti il mare, si mangia da Dio, e c'è stata tanta disponibilità da parte del persone. Inoltre prezzi più che onesti. Torneremo questa estate!",Hotel Touring,2019-07-05,5 stelle
