,utente,commento,hotel,dataIns,rating
199,Davide M,"Soggiornato in questa struttura per 3 notti e già subito arrivato mi viene data (sempre allo stesso prezzo ) una matrimoniale anziché la singola come prenotato. Super!  Il personale è cordiale e disponibile partendo dalle receptionist Marilisa e Nataly a Michele in sala... camere sempre ben pulite. La piscina riscaldata dell'hotel e i tavolini esterni ,dove si può anche fare colazione e ammirare il mare, danno una bella sensazione di relax a tutti i suoi alloggiati. Posizione della struttura vicino a locali per aperitivi o semplicemente svago per la serata. Per la  colazione propongono una vasta gamma di  dolce, salato e frutta anche prodotti senza glutine. Da tornarci sicuramente!",Hotel Excelsior,2019-07-05,5 stelle
200,chc20,"Oltre la camera e i servizi di altissimi livelli in quest'hotel (parte integrante di una casa storica), é soppratutto l'accoglienza, la gentillessa e la grande professionnalità dei titolari e del personale che rende l'esperienza indimenticabile.",Hotel Piazza Vecchia,2019-07-05,5 stelle
201,Roberta D,"Siamo stati in questo hotel per un fine settimana. Ottima posizione centrale a due passi dalla piazza vecchia nella bella Bergamo alta. Siamo arrivati in taxi, difficile con la macchina. Camera ampia al terzo piano con vista città con ampia doccia in bagno moderno,anche se la mancanza di un miscelatore crea qualche difficoltà nella regolazione della temperatura dell'acqua. Molto gentili i padroni della struttura. Colazione nella media,da migliorare la scelta e la varietà dei dolci. Nel complesso, ottimo punto di partenza per i maggiori punti di interesse.…",Hotel Piazza Vecchia,2019-07-05,4 stelle
202,Monico12,"Abbiamo dormito una notte in questo bellissimo boutique hotel nel pieno centro di Bergamo alta. Camera arredata con gusto, spaziosa, molto pulita e con vetri insonorizzati. Tutto lo staff è davvero gentile e disponibile. Se dovessimo tornare a  Bergamo  pernotteremmo di sicuro ancora qui.…",Hotel Piazza Vecchia,2019-07-05,5 stelle
203,davideferr77,"Ottimo albergo, completo di tutte le comodità e curato nei dettagli. Cordiali i gestori. Colazione con prodotti pregiati, sia per quella dolce che salata. Edificio molto antico ma ben ristrutturato. Molto pulito.  Si situa in una posizione centralissima della Bergamo alta. ",Hotel Piazza Vecchia,2019-07-05,5 stelle
204,Alberto M,a 20 metri dalla piazza vecchia.edificio del '300 che conserva le originarie travature a vista e restaurato con rispetto e dovizia di mezzi che lo rendono lussuoso.assistenza gentilissima da parte della conduzione familiare.parcheggio privato vicino. prima colazione raffinata.,Hotel Piazza Vecchia,2019-07-05,5 stelle
205,Elisabetta T,"Camera comoda, dotata di tutti i confort. Ottimo il bagno spazioso. Colazione eccezionale, servita con gentilezza e disponibilità. L'hotel è situato in pieno centro storico, per il parcheggio ottimo servizio di contrassegno per la ztl. Ringraziamo il proprietario disponibile è sempre presente. Siamo state due notti, peccato non avere più tempo! DA RITORNARCI SUBITO !!! Grazie",Hotel Piazza Vecchia,2019-07-05,5 stelle
206,Trifo,L'hotel è davvero bello e ben ristrutturato. Il personale è molto cortese ed i suggerimenti su cosa vedere e dove mangiare sono buoni. ü il posto ideale per un weekend romantico per godere a pieno di Bergamo alta.,Hotel Piazza Vecchia,2019-07-05,4 stelle
207,carlo m,abbiamo prenotato x la sua posizione centrale nella Bergamo alta camera spaziosa pulita con un bel bagno  colazione perfetta ottimo per visitare la città ci ritornerò con calma x assaporare bene il fascino di  Bergamo alta,Hotel Piazza Vecchia,2019-07-05,5 stelle
208,vicoceltico,Hotel storico in posizione  centralissima nella città  alta.camere spaziose e ben arredate. Bagno fantastico.  Colazione un po' scarsa e triste x un hotel a 4 stelle con poco scelta  Personale cortese e disponibile,Hotel Piazza Vecchia,2019-07-05,3 stelle
209,NiklasMI,"Ubicato nel cuore della città alta di Bergamo questo hotel è frutto della ristrutturazione di una dimora storica. Ottima l’accoglienza dove si sono prodigati nel darci spiegazioni sugli aspetti turistici e ci hanno indirizzati verso il comodo parcheggio in piazza cittadella. Colazione nella media. Uniche note che non mi fanno dare il punteggio pieno sono l’arredamento della nostra camera, a mio avviso minimale e non in linea con il contesto storico in cui ci si trova ed il prezzo un tantino sproporzionato rispetto a quanto viene offerto.",Hotel Piazza Vecchia,2019-07-05,4 stelle
210,Ciccioerpiccoletto,"Ottimo hotel nel cuore di Bergamo, centralissimo con tutte le bellezze della città a due passi . Staff gentile e cortese , stanze confortevoli e pulite . È l’ideale per chi cerca una soluzione nel centro città",Hotel Piazza Vecchia,2019-07-05,4 stelle
211,the_c_23,"Questo hotel è situato proprio nel centro di Bergamo alta, si scendono le scale e siamo immersi nelle vie caratteristiche della città.Gentilezza e cortesia da parte della ragazza alla reception (possibilità di arrivare davanti all'albergo con la macchina tramite un permesso che evita la multa essendo una ztl, possibilità di parcheggio).Ambiente molto bello e confortevole, la camera molto grande e il bagno favoloso.Buona e varia anche la colazione, unica nota dolente è che non c'era il tostapane.",Hotel Piazza Vecchia,2019-07-05,4 stelle
212,albeves,Sono stato in questo Hotel con mia moglie durante una gita a bergamo alta abbiamo deciso di dormire a bergamo alta per apprezzare tutto il sapore di questa splendida città.Bergamo alta è veramente molto bella e ben tenuta. Abbiamo potuto apprezzare tutto il sapore e la bellezza che si trova in questa parte della città. Si respira un'aria antica e suggestiva.L'hotel si trova in pieno centro in un palazzo storico e molto bello dal quale è possibile godere di una bellissima vista. camere pulite e ben tenute bellissima la vista sui tetti.Non proprio eccezionale il rapporto qualità prezzo che ho trovato un tantino eccessivo.Comunque un bel posto!,Hotel Piazza Vecchia,2019-07-05,4 stelle
213,Fabio R,"Ottimo hotel!! Passato un elegante fine settimana, lo staff molto gentile all'accoglienza. La camera Superior è fantastica, molto spaziosa e curata in ogni dettaglio; il bagno è sublime!! Dalla camera si accede ad una terrazza panoramica in comune con le altre camere dove rilassarsi per bene! Il rapporto qualità/prezzo è molto vantaggioso!! Il parcheggio è a 2 minuti dall'hotel con un permesso fornito dalla struttura. Non tarderemo a tornarci!!",Hotel Piazza Vecchia,2019-07-05,5 stelle
214,Mambri72,"Un albergo che difficilmente si riuscirebbe a scorgere, in quanto incastonato tra vecchie dimore nel cuore di città alta. Le camere sono molto spaziose ed arredate con gusto. Disponibile la connessione wifi. Ottima la vista sugli edifici circostanti e a 50 metri da Piazza Vecchia. Sicuramente non a buon mercato, ma con un buon rapporto qualità/prezzo.",Hotel Piazza Vecchia,2019-07-05,4 stelle
215,George,"Camera in linea con quanto richiesto e necessario, letto comodo, posizione ottima, prezzo piuttosto alto, ma mi sembra che nel periodo indicato fosse comunque accettabile per il luogo. Il servizio, oltre al pernottamento non è d'albergo di categoria alta, ma al contempo elastico ed i proprietari gentili e disponibili, essendo, penso, a conduzione familiare.",Hotel Piazza Vecchia,2019-07-05,4 stelle
216,Rita G,"Abbiamo soggiornato due notti in questo piccolo hotel. La posizione centrale è ottima per immergersi nella vita della città senza dover fare uso dell'auto. I padroni di casa due persone davvero squisite, ospitali e dalle mille risorse. Le camere accoglienti, curate nei minimi particolari, nate dal restauro di un palazzo Storico. La colazione ottima, con dolci eccellenti fatti dalla signora Tiziana. Un soggiorno davvero speciale!",Hotel Piazza Vecchia,2019-07-05,5 stelle
217,Giada P,"Ho passato qui assieme a mio marito un week end. L'hotel si trova a pochi metri dalla piazza principale. Per quanto riguarda il parcheggio (se andate in macchina) mi sono informata prima con i titolari che mi hanno detto mi avrebbero fatto un pass per la zona a traffico limitato (cosa che mi hanno effettivamente fatto all'arrivo). La camera,una superior al secondo piano,era davvero spaziosa e ben arredata con termos per il té. Molto silenzioso e personale davvero gentile e disponibile. Un'ottima colazione a buffet. Lo consiglio vivamente.",Hotel Piazza Vecchia,2019-07-05,5 stelle
218,francoliving-inn,"non sapevo di questo hotel pur essendo di bergamo ma da anni residente via, cosi l'ho scelto devo dire che e' proprio studiato bene, camere confortevoli una carinissima sala colazioni abbiamo soggiornato un solo giorno perche' si andava di fretta ma se dovessi ritornare a bergamo lo riscieglierei, e' posto a due passi da piazza vecchia con bella vista sul corso  consigliato",Hotel Piazza Vecchia,2019-07-05,4 stelle
219,matigio,"In pieno centro storico questo piccolo hotel è l'ideale per soggiornare anche solo una notte. Nonostante sia sulla via principale non si avverte nessun rumore. Camere piccole ma ben curate, purtroppo non ho fatto la prima colazione per mancanza di tempo. Ottimo qualità prezzo",Hotel Piazza Vecchia,2019-07-05,5 stelle
220,Iurijulia,"Abbiamo goduto di un week end di relax a bergamo soggiornando all' NH in pieno centro di bergamo bassa. Qualità NH a pieno regime! Ottima location, ottima camera: avevamo prenotato una doppia con lettino e abbiamo usufruito gratuito di un upgrade alla suite del 7 piano. Una meravigla! . Colazione continentale eccellente! Spesso per lavoro soggiorno ai vari NH e la catena non si smentisce. Nota particolare per il personale tutto giovane cordiale e gentile è un piacere essere stati vostri ospiti.…",NH Bergamo,2019-07-05,5 stelle
221,midalnd_1,"L'hotel NH Bergamo è al centro di Bergamo Bassa. situato nei pressi all'uscita dell'autostrada, e dietro alla stazione ferroviaria  pulitissimo e dal personale gentile ambienti eleganti ottimi per riunioni  pranzo degno di nota",NH Bergamo,2019-07-05,5 stelle
222,604daniele,"Hotel in buona posizione, prossimo alla stazione ferroviaria e comodo al centro città: bella e aristocratica la ""città alta""; pragmatica e decisa la ""città bassa"". Personale dell'hotel cordiale e competente ed infine, colazione ottima e abbondante come d'altra parte di solito negli NH HOTEL visitati (a parte il prezzo che è esoso!) …",NH Bergamo,2019-07-05,4 stelle
223,Passenger51535068975,"ottimo albergo situato in zona centrale molto servita. il parcheggio vicino e comodissimo. Personale accogliente e sempre disponibile. ottima la zona fitness con diversi confort (salviette, acqua, igienizzante). Personale giovane, cordiale e ma molto profesionale",NH Bergamo,2019-07-05,4 stelle
224,nacciarriti,"otttima posizione e ottimo servizio; personale molto disponibile e cordiale. solo un appunto, ma di considerazione generale, il wifi dovrebbe essere piu ""potente"" e free in ogni momento, registrarsi per un servizio simile in questo momento storico ci riproietta indietro negli anni,  ora più tecnologia comprea nel prezzo senza spese aggiuntive nella totale disponibilità…",NH Bergamo,2019-07-05,5 stelle
225,Davide Mandorino,"Abbiamo soggiornato in questo hotel per 4 giorni per il compleanno di mia figlia, sin dalla prenotazione sono stati tutti molto gentili, ci hanno riservato un upgrade in una camera più' grande e con tanti servizi.A colazione la mia piccola aveva una tovaglietta personalizzata ( e devo dire che era molto entusiasta)Complimenti a tutto lo staff e un saluto a loro direttore.",NH Bergamo,2019-07-05,5 stelle
226,Federica R,"Hotel comodo al centro, molto pulito e con personale molto preparato. Il signor Carlo alla reception é stato veramente gentile!Colazione varia e con prodotti che accontentano anche l'ospite piu esigente!",NH Bergamo,2019-07-05,4 stelle
227,Mauro,"Posizione centrale, accogliente e silenzioso, grande pulizia. Capiente posteggio a pochi metri di distanza. Ottimo servizio prima colazione con scelta ampia e di qualità. Presenti molti ristoranti o trattorie. Città alta raggiungibile agevolmente",NH Bergamo,2019-07-05,5 stelle
228,Sightseer55259385536,"comodissimo e confortevole. ho potuto anche guardare una partita di Serie A con SKY in camera. personale gentilissimo.   unico neo è la mancanza di un ristorante interno, ma la reception può indicare alcuni ristoranti vicinissimi, tipo  ""la ciotola"" (consigliato)",NH Bergamo,2019-07-05,4 stelle
229,Leonardo M,"Sono stato ospite dell hotel come accompagnatore di mia moglie partecipante ad un congresso svoltosi in altra sede. Ho trovato una cortesia inusuale da parte di tutto il personale, in particolare alla reception. L’hotel ordinato, estremamente confortevole nella semplicità delle camere molto funzionali. A me, ciclista, è stato concesso di portare la bici in camera, senza alcun problema. Comodissimo anche il parcheggio. Da valutare per un piacevole week end!",NH Bergamo,2019-07-05,5 stelle
230,BuonaforchettaSA,"Scelto durante una trasferta lavorativa a Bergamo, quest hotel non ha deluso le aspettative. Bella reception, stanza ampia...ottima colazione con ampia scelta. Unica nota dolente la doccia in vasca, scomoda più che mai",NH Bergamo,2019-07-05,4 stelle
231,americofrn,"Tutto molto bene; una conferma quindi dell'alto livello garantito dovunque  da NH. Ancora una volta cortesia, efficienza, professionalità. Camera confortevole, colazione ben assortita, pulizia. Vicino alla stazione, al centro, all' aeroporto.",NH Bergamo,2019-07-05,4 stelle
232,giselle,"Albergo centrale con personale ottimo e sempre disponibile, struttura ben tenuta, buona la colazione mattutina, camera pulita, con tutte le comodità,  ma di piccola dimensione buono il bagno , lo consiglio",NH Bergamo,2019-07-05,4 stelle
233,Discover09172868875,"Dopo il lavoro, relax nel centro di Bergamo, ad un prezzo accessibile e colazione inclusa.........Personale disponibile a qualsiasi ora e a fornire informazioni. Camera pulita e tranquilla. Sempre un buon hotel.",NH Bergamo,2019-07-05,4 stelle
234,Manuela,"Entri col sorriso ed esci col sorriso.Arrivati in hotel, ecco che ci accoglie Francesco alla reception con un gran sorriso e gentilezza.Tutto pronto al ns arrivo. Camera impeccabile, pulita e spaziosa. La hall, l'ascensore e davanti all'ingresso.. Tutto ben curato e sicuramente ben seguito dallo staff. Una dormita su quel bel materasso ci coccola fino al mattino, dove la voglia di una gran colazione ci ha risvegliato.La ragazza bionda alle colazioni, di cui purtroppo mi sfugge il nome, era veloce e attenta alle esigenze di tutti. Colazione ricca, buona e varia..tè, infusi, latte di ogni tipo, bacon, uova, crostate, torte, yogurt e tanto altro. Non ti alzeresti più dal tavolo, per provare tutto. Il check out veloce con il simpatico Luca che ci ha tenuto i bagagli per poter trascorrere una giornata tra Bergamo Alta e Bassa. Da non dimenticare Daniele, gentile, simpatico e sempre sorridente, che ci ha messo a ns agio. Uno staff che arricchisce e da valore a quell'hotel.",NH Bergamo,2019-07-05,5 stelle
235,bttmconsulting,"cominciamo dalle pecche e poi passare alle note positive.1. Camere troppo minute non ci siamo vanno aumentate di almeno il 50% di dimensione, non vi sono ciabattine, ne accappatoio, ne set per caffè. Frigobar poco rifornito e prezzi esosi (coca cola 4,50 euro) poco isolate dal rumore e camere troppo calde, difficile la regolazione della temperatura (le finestre si aprono solo a vasistas ) quindi rischiate di non dormire per il caldo, Camere poco insonorizzate e cuscini troppo molli, idem per materasso molto morbido  e piccolo voto 3/102. Ingresso dell’hotel ridicolo si attraversa l’ingresso di un parcheggio sotterraneo, per poi scendere (sembra in uno scantinato) hanno fatto un ingresso seminterrato (l’architetto andrebbe processato e messo nelle patrie galere). voto 0/103. Colazione carissima 18 euro voto 2/104. Altri servizi non usufruiti5. Parcheggio inesistente (se non a pagamento e caro prezzo nell’ordine di circa 2,30 euro(nota forse di più )6. Servizio in camera credo insistente: non so7) manca la presenza di spazi comuni adeguati: una bella hall ecc Cose positive:Prezzo trovato offerta a 78 euro notteInternet Compreso e funzionate.Pulizia e messa in ordine della camera buonaBergamo come hotel è messa male e questo hotel è tra i migliori sulla piazza quindi fate voi. Ci tornerò? Dipendente dalla necessità e dal prezzo.la cosa che più pesa però è la piccolezza delle camere davvero claustofobiche",NH Bergamo,2019-07-05,2 stelle
236,PROFVERDITI,"optato per Bergamo in quanto città' a noi sconosciuta, ci siamo innamorati di questo tesoro inaspettato. All'arrivo ci ha accolti la ragazza più' sorridente e accogliente che nella nostra lunga storia di viaggiatori ci sia mai capitata.l'hotel è attempato ma ben curato e pulitissimo, vero punto di forza Orianna che ci ha fatti sentire a casa. una professionalità' non scontata e un sorriso che specialmente nei giorni di festa non e' facile trovare su chi lavora per le nostre vacanze. lo consigliamo quindi vivamente",NH Bergamo,2019-07-05,5 stelle
237,Fabiogr54,Posizione dell  hotel ottima per visitare bergamo e  per raggiungere la funivia per bergamo altaColazione abbondante camere spaziose e puliteAccoglienza cortesia sempre con il sorriso  alla reception hanno reso il soggiorno molto piacevoleAssolutamente consigliato,NH Bergamo,2019-07-05,5 stelle
238,Giorgio S,"Siamo stati una sola notte e siamo stati benissimo. Il letto comodo un bel po’ e la colazione buonissima. Un ringraziamento alla receptionist Chiara, genialissima, che ci ha aiutati con i suoi consigli!",NH Bergamo,2019-07-05,5 stelle
239,Valem311,"Sono tornata in questo hotel dopo qualche anno e mi sono trovata di nuovo bene. Ho trovato i cuscini un po' scomodi, di 4 che ne avevo erano tutti troppo alti. Ma per il resto sono stata bene. Colazione buona.L'ultimo giorno ho chiesto in sostituzione qualcosa da portar via, visto che avevo il treno molto presto e non sarei altrimenti riuscita a fare colazione. Sono stati molto gentili e mi hanno fatto trovare un sacchetto con due cornetti, uno yogurt, un succo di frutta, un tramezzino e della frutta. Sono rimasta contenta.La posizione dell'hotel è inoltre veramente ottima.",NH Bergamo,2019-07-05,4 stelle
240,Bice87,"La struttura dista circa 1km e mezzo dal centro della città alta ed è dotata di parcheggio. È immersa nel verde ed è molto accogliente. Anche il personale è disponibile. Il prezzo della camera non include la colazione, ma ha prezzi competitivi. Per chi volesse visitare la città la consiglio. …",La Valletta Relais,2019-07-05,4 stelle
241,Gimmy G,"Trascorso due notti con la famiglia...proprietari molto gentili,colazione soddisfacente,un po impervia la strada per arrivarci ma a due passi dal centro di Bergamo Alta..unica pecca il prezzo...un po altino...",La Valletta Relais,2019-07-05,4 stelle
242,Fabio D,"Location veramente gradevole a 2 passi dal centro della cittá vecchia. Personale veramente gentile, simpatico e a disposizione della cliente. Camera pulita e molto spaziosa. In 2 parole soggiorno perfetto!",La Valletta Relais,2019-07-05,4 stelle
243,DesyRotta,"Situato in una magnifica posizione, panorama meraviglioso. Camera doppia superior dotata di tutti i comfort, silenziosa, pulita e spaziosa. Ottima colazione servita in terrazza. Parcheggio privato. Proprietari gentili e disponibili. Perfetto!  ",La Valletta Relais,2019-07-05,4 stelle
244,Nima28,"Ottimo B&B a 2km dal centro di Bergamo Alta. Io e il mio compagno siamo stati nella camera Deluxe per una notte. I proprietari, gentili e simpatici, ci hanno consegnato la camera gia' alle 10 del mattino nonostante il check in fosse alle 14. Comodissimo il pass ZTL che i proprietari consegnano all'arrivo: l'abbiamo utilizzato per parcheggiare l'auto vicino alla funivia di San Vigilio e passeggiare tranquillamente per la Citta Alta.  Il B&B è immerso nel verde e si affaccia sulla vallata mostrando un paesaggio fantastico. La colazione é ben fornita, ma forse il prezzo di 7eur é leggermente esagerato. Ottimo il parcheggio interno gratuito. Consigliatissimo.…",La Valletta Relais,2019-07-05,4 stelle
245,ROBERTO F,"Struttura bella, con un bel panorama, con terrazza , giardino e parcheggio privato. Molto silenziosa riposante adatta a trascorrerci una lunga vacanz.Colpisce la gentilezza dei gestori, molto attenti a qualsiasi richiesta e pronti a suggerimenti di ogni tipo, cortesemente ci hanno fornito i pass per la ZTL e per i parcheggi dei residenti. Colazione ottima, Stanze semplici ma funzionali. Frigobar a prezzi familiari. Grazie di tutto. Roberto",La Valletta Relais,2019-07-05,5 stelle
246,Enrico S,"Bergamo è presa d'assalto dai turisti. Per chi desidera, dopo una visita alle tante bellezze di questa straordinaria città d'arte e cultura, trovare un po' di pace, a 5 minuti d'auto dal centro storico, ecco questa struttura alberghiera in cui soggiornare è come essere a casa. I due gestori, infatti, ti accolgono con cordialità. Camere dotate di ogni confort, pulite e curate. Prima colazione in terrazza da dove si gode di una bella vista sulla vallata sottostante. Il silenzio favorisce il sonno. Un ottimo rifugio dove ricaricare le batterie pronti per una nuova visita alla città. Consigliato.",La Valletta Relais,2019-07-05,4 stelle
247,barbpalo,"Uno dei posti piu' incantevoli di bergamo , totale relax e riposo vicino alla citta' alta .I proprietari sono gentilissimi e sempre presenti per esaudire ogni richiesta . Le camere pulite arredate semplicemente e con molto gusto .un un posto per  innamorati!La mattina si fa la colazione con il sole d'avanti in una bellissima sala , direi una delle migliori colazioni che abbia mai fatto a bergamo . La strada per arrivare se seguite il navigatore e' molto stretta e con un suv diventa difficile il mio consiglio e' di arrivare dalla citta' alta , la strada e' molto piu' comoda . Arrivati non preoccupatevi per il parcheggio perche' c'e' ed e' dentro la villetta Per chi ama le passeggiate e' l'ideale la sera ci sono due ristoranti vicini , uno molto caratteristico a circa 500 mt. Come gia ' scritto la citta' alta e' vicina consiglio vivamente di visitare il duomo . Spero poter tornare per potermi fermare si piu' !",La Valletta Relais,2019-07-05,4 stelle
248,Quezzi1946,"Ho soggiornato solo una notte a La Valletta Relais. Ottima location è' fuori Bergamo un po' in alto circa 1000 m. Stanze belle curate e pulite. Bella vista su Bergamo. Colazione buone. Se siete in zona lo consiglio. La stanza che ho preso io credo fosse una suite (non ho pagato io,ma l'azienda ) aveva anche una splendida terrazza",La Valletta Relais,2019-07-05,4 stelle
249,giulio s,"Siamo stati per lavoro di passaggio solo una notte. Scelta della azienda azzeccatissima, zona tranquilla nella Bergamo alta ,stanza spaziosa, pulizia impeccabile e ciliegina sulla torta colàzione ottima. Non conosco i prezzi , ero ospite , ma consigliato",La Valletta Relais,2019-07-05,5 stelle
250,alessandra r,"In viaggio per lavoro,abbiamo deciso di soggiornare una notte in questo hotel,perchè abbastanza vicino alle arterie stradali,ma molto tranquillo come posizione.Infatti così è stato,si trova a quasi 1000 mt di altezza.La suite prenotata, aveva una terrazza molto grande e vista da sogno su Bergamo.Circondati da alberi,dai monti di Bergamo e dalla tranquillità.I proprietari molto disponibili,e gentili.Pulizia eccelente.Colazione abbondante sia dolce che salata.Da tornarci per una vacanza",La Valletta Relais,2019-07-05,4 stelle
251,GP_Roma_2013,"Non facilissima da raggiungere con la propria auto senza l'aiuto di un buon navigatore, ma piacevolissima per soggiornare in collina a circa 1 km dalla città alta di Bergamo, questa struttura a gestione familiare dotata di meno di 10 camere vi farà sentire letteralmente coccolati. Tutta l'ambientazione è molto curata ed i servizi offerti sono più che allineati al prezzo: camere spaziose e pulite, zone comuni accoglienti, colazione a mini-buffet molto generosa e di buona qualità, servizio navetta privato e parcheggio gratuito. E così al momento della partenza, quando i simpatici proprietari vi saluteranno con l'augurio avervi ancora loro ospiti, non potrete non provare il desiderio di tornare, una volta o l'altra, in questo luogo vagamente incantato ...",La Valletta Relais,2019-07-05,5 stelle
252,Paolo S,"Abbiamo trascorso un piacevole fine settimana in un ambiente sereno, tranquillo e pulito.Siamo stati accolti con un sorriso e tanta cortesia.Piu' che una camera ci e' stata offerta una suite che dava in un generosa terrazza.Bagno spazioso e provvisto di tutti i confort.20 minuti a piedi dal centro di Bergamo Alta per una salutare passeggiata prima di cena.Parcheggio auto incluso nel prezzo.Non potevamo chiedere di meglio per il nostro soggiorno a Bergamo.Torneremo di sicuro.",La Valletta Relais,2019-07-05,5 stelle
253,ElenaVero75,"Questo piccolo hotel composto da pochissime camere e' situato in una posizione di assoluto relax, lontani dal caos cittadino ed immersi nella natura. E' un posto molto intimo e romantico adatto a coppiette, la proprietaria e' davvero gentile e sempre sorridente. Al mattino si fa colazione all'aperto e ci sono anche le sdraio per prendere il sole affacciati su una terrazza con un panorama perdifiato. Le stanze sono molto pulite. L'unica pecca, se dobbiamo trovarla, e' che la colazione non e' inclusa nel prezzo e visto la scarsita' per scelta e quantita' non bisognerebbe farla pagare",La Valletta Relais,2019-07-05,4 stelle
254,GiorgioFe,"Mia moglie ed io abbiamo alloggiato una notte in questo delizioso relais situato 1 km sopra Bergamo alta. La posizione è stata ideale per rilassarsi nel silenzio avendo a portata di mano la magia della città alta. I padroni ci hanno accolto con grande gentilezza e disponibilità e ci hanno fornito indicazioni anche su dove cenare. Gli ambienti della piccola struttura sono eleganti e sobri. La camera matrimoniale è pulita, ampia e confortevole con una dotazione all'altezza delle nostre aspettative. Dulcis in fundo abbiamo consumato la colazione - ottima, ricca e compresa nel prezzo - da soli, in una bella sala panoramica con una grande vetrata affacciata sulla campagna circostante che, nonostante il tempo coperto, ci ha fatto sentire la magia del luogo. Consigliamo davvero questo piccolo Albergo e speriamo di poterci tornare alloggiando magari in una delle suite che la Signora ci ha fatto visitare prima di congedarci.",La Valletta Relais,2019-07-05,5 stelle
255,DeLennyDe,"Stupefacente location, ci siamo trovati benissimo, Mario il proprietario è molto accogliente e disponibilissimo, ci ha anche riaccompagnati all'areoporto! Tutte le mattine dalla nostra finestra vedevamo bergamo bassa immersa nel verde ed  eravamo a 5min a piedi dal centro della città alta, vacanza indimenticabile! Ci torneremo sicuramente!",La Valletta Relais,2019-07-05,5 stelle
256,MARCO M,"Gli affetti familiari ci hanno riportato a Bergamo.Dalla natia Livorno.Dolce è stato il ritorno.Dolce è stata l'accoglienza della Valletta.Gentilissimo i coniugi gestori.Buon parcheggio per l'auto.Ambienti curatissimi.Ottima la Colazione,sulla Terrazza,fuori all'aperto.Totale l'autonomia.Fiori e odori dovunque.Ottimi i prezzi.Turisti italiani e non,cosa aspettate ?Marco M.",La Valletta Relais,2019-07-05,5 stelle
257,LiciaLuca,"ci siam fermati poco giusto una notte e l'indomani mattina siam partiti.  il meteo non ci ha assistito, ed non abbiamo potuto godere della bellezza del panorame. un luogo veramente suggestivo, adatto anche per una gita fuori porta in coppia. buoni i servizi, anche il rapporto qualità/prezzo e compresa anche la prima colazione. ambiente pulito e ben tenuto, curati molto i particolari, bella anche la sala per la colazione.",La Valletta Relais,2019-07-05,4 stelle
258,jennyr r,"La mia scelta è ricaduta su questo relais leggendo le varie recensioni, e devo dire che rispecchiano il vero. E' a tre minuti di auto dal centro di Bergamo Alta, e i proprietari hanno la brillante idea di consegnare un pass per il parcheggio per permettere la sosta negli spazi residenziali.Le camere sono davvero ampie, noi avevamo una suite con una bellissima terrazza con una vista mozzafiato, il bagno è enorme, tutta la stanza è molto spaziosa, ben tenuta e ben pulita. La colazione eccellente, con prodotti quasi tutti preparati artigianalmente, e molto varia..proprietari cordialissimi, che subito consigliano tragitti e posizioni interessanti. Peccato che la nostra permanenza sia stata solo di una notte, avrebbe meritato sicuramente di più! Ma contiamo di tornarci, magari in primavera, quando potremo godere appieno anche della terrazza esterna per le colazioni, e della terrazza della camera!",La Valletta Relais,2019-07-05,4 stelle
259,albepicc,"Soggiorno di lavoro e quindi solo x una notte. Molto bella la posizione e complimenti ai proprietari x la loro cordialita', validissima la colazione oltre a stanze perfette ovviamente. La posizione vicino a bergamo alta completa il quadro..consigliatissimo",La Valletta Relais,2019-07-05,4 stelle
260,ma88," intima e spettacolare! Bellissima atmosfera, cibo ottimo personale gentile e cordiale. Sul conto nulla da dire, un po’ alto giustificato dalla location, dai piatti e dal trattamento. Assolutamente da rifare!🔝 ",Hotel Relais San Lorenzo,2019-07-05,5 stelle
261,SpousalFir,"FANTASTICO cibo ottimo e servizio buono. ECCELLENTE. L’hotel era bellissimo a vederlo da fuori. I camerieri gentilissimi ed è un posto perfetto per mangiare e festeggiare comunioni,cresime e altro.... ",Hotel Relais San Lorenzo,2019-07-05,5 stelle
262,Silvia S,"Io e mio marito abbiamo pernottato per una  notte in questa magnifica struttura. L’Hotel gode di una posizione eccellente:  ubicato nel cuore della graziosa Bergamo Alta, è perfetto per visitare a piedi la città. Nonostante la sua architettura moderna è ben integrato nel contesto circostante in un mix perfetto tra design e archeologia. La nostra camera affacciata sul cortile interno era spaziosa e confortevole, arredamento in stile contemporaneo di alto pregio, il letto, con un comodissimo materasso, ci ha permesso un riposo ottimale. Senza dubbio la chicca dell’hotel è il ristorante, collocato tra reperti archeologici di epoca romana, offre un cucina gourmet di alto livello ed una vasta cantina. Purtroppo data la breve durata del soggiorno non ho potuto usufruire degli altri servizi a disposizione come la Spa ecc. Spero in futuro di tornare a Bergamo e alloggiare in questo magnifico hotel.…",Hotel Relais San Lorenzo,2019-07-05,5 stelle
263,maucuo058,"il San Lorenzo ci ha sorpreso, ottima location, ottime finitrure, con un ottimo Ristorante Hosteria xhe esalta i basamenti romani.... merita la stella...!ben ristrutturato l'albergo, una spa coccola, anche se limitata...devo dire che il ristorante mi ha sorpreso per la qualità dei prodotti e la ricerca dello chef, anche se con una carta ridotta...!…",Hotel Relais San Lorenzo,2019-07-05,5 stelle
