utente;commento;hotel;dataIns;labelpers;tipo_lista
Fabio S;"Che dire... Ci siamo sentiti come a casa,immersi nella natura circondati dalle dolomiti innevate!Ma la cosa che vi differenzia,è la gentilezza e la cura che avete dei vostri ospiti! Il campeggio pulitissimo e curato in ogni dettaglio,nonostante fossimo in stagione di mezzo dove ancora le attività non sono riprese.Ci torneremo sicuramente perché abbiamo ""dimenticato"" li...un pezzetto di cuore!! A prestoBianco desy , Fabio e Serena";Camping Olympia;05/07/2019;so;TEST
Fabrizio D;Un fine settimana passato visitando Firenze mentre i nostri ragazzi aspettavo di assistere al concerto degli Imagine Dragons. Un camping che nonostante avessi letto solo recensioni positive è andato oltre le aspettative. Situato a 5 minuti dal casello autostradale e a 5/7 minuti dal centro di Firenze, dotato di servizio navetta che parte ogni 20min. dal campeggio andata e ritorno. Receptionist cordialissimi come del resto tutti i collaboratori della struttura... chalet molto confortevole ma soprattutto molto molto pulito, un ristorante (“il pedavena”) con una birra artigianale deliziosa e con tagli di carne eccellenti. Che dire di più, lo consiglio vivamente a tutti coloro che vogliono passare qualche giorno in relax sul lungarno o fare una gita a Firenze. Appena ne avrò occasione farò ancora visita a questa struttura.;Camping Village Firenze;05/07/2019;so;TEST
Francesca G;Ho soggiornato con la mia famiglia al Camping in Town per 3 giorni. Sono stata incuriosita da quel ragazzo con il cappello autista del calessino. Ci ha spiegato tutte le tipologie di itinerari che era possibile fare e abbiamo scelto il giro in città e campagna. Esperienza da non perdere!! Cultura e divertimento insieme.... Grazie davvero Sauro e tutto lo staff del campeggio.;Camping Village Firenze;05/07/2019;so;TRAINING
Altoatesino;Ho soggiornato con la mia famiglia per due settimane al camping Torre Castiglione nel mese di Giugno. Nel complesso siamo stati bene e il soggiorno è stato davvero piacevole. Sicuramente ci sono alcuni aspetti da migliorare.  Abbiamo alloggiato nella mobilhome deluxe. Si tratta di strutture nuove, dotate di climatizzatore, una bella veranda con ampio spazio dove poter mangiare, un bagno piccolo ma dotato del necessario (doccia calda, bidet, lavandino, wc). Vi sono poi  due camere da letto, una matrimoniale ed una con due letti singoli. Se è vero che i materassi non sono grandi, è altrettanto vero che sono piuttosto comodi (aspetto fondamentale per il sottoscritto). Completa la struttura una piccola cucina con un tavolino. Sicuramente migliorabile la dotazione della cucina che risulta essere minimale (qualche posata e qualche piatto in più non guasterebbe). Ottima la pulizia dell’alloggio al nostro arrivo. L’accesso alla spiaggia è immediato, con 3 minuti a piedi si raggiunge la meravigliosa spiaggia privata del camping (ai lati c’è spiaggia libera). Abbiamo potuto godere dei colori meravigliosi che questo angolo di Salento offre. Nel mese di Giugno, personalmente ritengo sia ai livelli della Sardegna (anche superiore in alcuni casi). Completa la magica atmosfera la possibilità di prenotare l’ombrellone con la comodità di poter lasciare i vari giochi dei bambini per tutta la vacanza. I bravissimi bagnini (Matteo e Joele) sono sempre presenti e vigili su tutto e tutti.  La prima settimana di vacanza è stata allietata dalla meravigliosa animazione proposta dal capo animatore Enrico, affiancato da dj Pasquale e da Martina e Maridora (che hanno instaurato un bellissimo rapporto con i più piccoli). I ragazzi hanno saputo coinvolgere gli ospiti (sia i più piccoli che i più grandi) con un’animazione simpatica, varia e mai invadente. Durante la seconda settimana, nonostante qualche problema organizzativo, l’animazione è comunque stata presente anche grazie al supporto di Alessio. All’interno della struttura è presente un bar, un mini market (ben fornito) è un ristorante dove si può mangiare del buon pesce (o anche la pizza). I gestori ed il personale sono persone davvero gentili e disponibili sempre pronte a soddisfare i bisogni degli ospiti. Passando agli aspetti da migliorare: - una struttura 4 stelle a mio avviso dovrebbe prevedere Wi-Fi gratuito per gli ospiti, almeno nelle  zone comuni  - dotazioni della cucina troppo minimali  - lavatrici a disposizione degli ospiti sono un po’ datate e una delle 3 è stata fuori servizio per 14 giorni  - docce calde a pagamento per chi alloggia in camper  - campo da calcetto a pagamento  - chiosco in spiaggia ancora chiuso a Giugno (ritengo che all’apertura dovrebbe essere già tutto funzionante ed operativo).…;Camping Torre Castiglione;05/07/2019;so;TRAINING
Dapa322;Per farla breve la signora proprietaria è di una  maleducazione e presunzione che non si addicono assolutamente a chi vuole fare un lavoro che la porti ad interagire con le persone e con dei clienti. Al mondo non esistono solo i soldi come è stato per loro, esistono la parola, il rispetto e le buone maniere. Gestioni di questo tipo meriterebbero di provare cosa significa non avere clienti e doverseli guadagnare. Mi dispiace solo per il personale che ci lavora perché sono tutti molto carini e disponibili e si vede che cercano di sopperire alla scarsità dei proprietari. Il camping in generale non può essere considerato un 4 stelle. Le deluxe sono molto belle ma per il resto assolutamente pessime. Abbiamo soggiornato una settimana in deluxe e due notti in Burstner e non c’è paragone considerando che la differenza di prezzo è di soli 10 euro a notte. Consiglierei di pulire in maniera più accurata anche quelle più vecchie e di fornirle di un equipaggiamento stoviglie un po’ più adeguato.…;Camping Torre Castiglione;05/07/2019;so;TEST
Serena G;Abbiamo soggiornato nella struttura nel mese di giugno 2019 in Maxicaravan MOBILHOME BURSTNER. Buona la cucina del ristorante pizzeria, mini market ben fornito ed entrambi gestiti da persone simpatiche e molto disponibili. Ottima la pulizia in tutte le strutture. Il personale controlla giornalmente tutte le aree del campeggio con discrezione ma dando comunque una sensazione di tranquillità. Bellissimo il mare e spiaggia ben curata con presenza costante del personale di salvataggio. Adiacente alla spiaggia è presente un'ampia area attrezzata con panchine e tavolini all'ombra naturale della pineta. (stavano predisponendo anche l'installazione di un chiosco bar). Molto buona l'animazione coinvolgente ma non invadente che organizza numerosi giochi e attività nell'arco della giornata per adulti e bambini. Gli animatori si sono dimostrati preparati e di compagnia anche al di fuori delle singole attività. …;Camping Torre Castiglione;05/07/2019;so;TRAINING
Davide Bergamo;Bellissimo posto, diciamolo incantevole  Bravissimi lo staff sempre molto disponibili a risolvere ogni problematica.   In più SUPER l'animazione  bravissimi i ragazzi e le ragazze CHE CI LAVORANO  sanno coinvolgere tutti  Dai bimbi a noi adulti  ;Camping Torre Castiglione;05/07/2019;so;TRAINING
Silvia P;"Arrivati il sabato per il primo fine settimana in campeggio. Ci fanno notare che hanno fatto un eccezione ad accoglierci in quanto chiedono permanenza per almeno due notti.. l'osservazione con tono scortese è stata 'siamo un villaggio non uno stabilimento balneare..""...eppure l.insegna all""esterno indica un camping... La domenica, con il campeggio quasi vuoto, ci dicono di smontare e lasciare il campeggio entro le 10! Chiediamo di lasciare la macchina nel parcheggio e restare in spiaggia per qualche ora ed inizialmente ci fanno una ""concessione eccezionale"", poi ci dicono che non è possibile.. Volevamo pranzare al ristorante, ma non ci è stato possibile... Animazione...questa sconosciuta...Pulizia della nostra piazzola dagli aghi di pino effettuata durante le operazioni di smontaggio della tenda ( con tutto il campeggio libero..)Docce calde a pagamento. Unici punti a favore: - accesso diretto alla bellissima spiaggia non privata (piccola ma vivibile a giugno).- personale del bar e del market gentile.  Conclusioni: mi dispiace per il posto ma non ci torneremo la gentilezza è per noi requisito fondamentale di qualsiasi struttura ricettiva. con alle spalle quarant'anni di campeggio, risposte di questo tipo, soprattutto nei primi giorni di giugno, a camping deserto, non ne abbiamo mai ricevute...";Camping Torre Castiglione;05/07/2019;so;TEST
MarianoCavuoto;abbiamo sostato in questo camping iniziando la nostra vita da camperisti e onestamente come prima esperienza non mi poteva capitare camping migliore, cordialità e ottima organizzazione gia dall'arrivo, siamo stati accompagnati alla nostra piazzola e ci hanno lasciato sceglierre la soluzione migliore per noi, ottimi tutti i servizi e facile gli spostamenti per bagni e mare. animazione non male,  minimarket un po caro ma ben fornito. consiglio una visita nel camping torre castiglione;Camping Torre Castiglione;05/07/2019;so;TRAINING
raffaellamisserini;Ho alloggiato in un caravan semplice per 15 gg con la mia famiglia. Pienamente condivisa la scelta di mettere le docce a gettoni in quanto, bensì l'acqua sia un bene prezioso per tutti, non sembra lo sia per molti turisti soprattutto del NORD (noi siamo di Brescia per sfatare ogni pregiudizio), che abbiamo visto in questo Campeggio.Padri e madri che usavano le docce fredde per lavare i piedi o le mani ai loro figli, lasciando scorrere a vuoto il resto dell'acqua. Bambini che poi scorrazzavano sulle loro biciclette, senza alcun controllo da parte dei suddetti genitori, all'interno del campeggio come schegge impazzite!!!  Questo appunto per dimostrare che l'educazione non deve essere solo pretesa dal personale della struttura nel quale si alloggia, ma si deve anche mettere in atto se la si possiede! Un particolare ringraziamento da parte nostra, alle Signore addette alle pulizie dei bagni, sempre puntuali e molto gentili. I ragazzi dell'animazione simpatici, educati e coinvolgenti. Che dire poi della spiaggia….piccola sì e un po' affollata in agosto, ma con un mare da favola. Il market però è effettivamente un po' caro. Noi abbiamo trascorso  una bellissima vacanza, ci siamo trovati molto bene e spero torneremo...;Camping Torre Castiglione;05/07/2019;so;TRAINING
marcella805;Camping ben organizzato sia per le casette mobili che per i campeggiatori. Animazione quasi inesistente... Sicuramente per bambini che si sanno gestire da soli.... Serata piscina molto carina Il campeggio è pulito e tutto il personale cortese;Camping Sabbiadoro;05/07/2019;so;TRAINING
luca v;sono stato in camper per 2 notti, quindi un esperienza forse limitata ma: accoglienza e disponibilità notevoli (siamo arrivati di notte, ci hanno riservato uno spazio esterno e permesso l'utilizzo di tutti i servizi alle 00.45), piazzole in pineta ben ombreggiate e pulite, servizi (docce - spaziose e funzionali, wc) notevolissimi (tanti, pulitissimi, con phon, carta igienica, sapone per le mani). Personale molto cordiale.Assolutamente consigliato;Camping Sabbiadoro;05/07/2019;so;TRAINING
Alessio M;Abbiamo soggiornato nella casa mobile “L”, con tutto il necessario per trascorrere la vacanza. Tempestivi i tecnici per sistemazione perdita lavandino e sostituzione cappa, complimenti. Disponibile anche il personale alla reception. Delusione totale per quanto riguarda l’animazione che è incentrata esclusivamente per intrattenere bambini, diciamo inferiori ai 10 anni, e in ogni caso con attività ripetitive. Le piscine non sono male anche se si fatica a trovare una sdraio libera se si arriva dopo l’apertura. Infine la rete Wi-Fi è molto scadente, quando si riesce a prendere il segnale è intermittente e si perde in continuazione. Nel complesso valuto tre stelle come quelle che sono state assegnate al camping.;Camping Sabbiadoro;05/07/2019;so;TRAINING
Paolo;Ci siamo ritornati e confermiamo pienamente quanto precedentemente detto con un nuovo plauso e ringraziamento al personale disponibile e gentilissimo: in particolare ringraziamo il Sig. Cristian che si è prodigato per trovarci una soluzione adatta alla ns. esigenze.;Europa Camping Village;05/07/2019;so;TRAINING
Giovanni S;Struttura molto ben organizzata, personale cortese e situazione perfetta per famiglie con bambini ed appassionati di sport. La piscina e la disponibilità di campi da gioco rendono la vacanza indimenticabile.La vicinanza con Venezia rappresenta un plus ineguagliabile;Europa Camping Village;05/07/2019;so;TEST
tommaso p;Bellissimo villaggio, curato e molto pulito, con uno splendido piccolo parco acquatico per bambini e adulti e piscina riscaldata all'aperto .Ben tenuta ed attrezzata la spiaggia, il nuovo ristorante da verso il mare, si mangia di tutto e molto bene.Abbiamo alloggiato in una Ecolife unit, casetta per 4/5 persone con un bel terrazzo e dotata di tutti gli accessori.Siamo stati benissimo, ci siamo divertiti e rilassati.L' animazione è presente ma molto discreta e sono veramente tutti gentili.La sera se si vuole passeggiare e fare  shopping, molto carino e vicino il lido di Jesolo.Ci torneremo sicuramente l' anno prossimo.;Europa Camping Village;05/07/2019;so;TRAINING
Gianlucapreco;5° anno presso questa struttura. Ma questa volta non posso mettere 5 stelle per due motivi. Il primo: ANIMAZIONE PATETICA , quest'anno veramente pessima, organizzati male e soprattutto con musi lunghi  quasi scocciati. Non educatissimi e soprattutto mai sorridenti o poco . Qualcuno ha scritto non invadenti... e grazie non si vedono mai. In spiaggia non si capisce mai quando iniziavano, con una piccola cassa da cui usciva della musica. Insomma una tristezza unica. Secondo aspetto negativo , nonostante la gentilezza del beach service la spiaggia non spiccava per pulizia . In 15 gg  penso di avere visto la buca vicino al mio ombrellone mai coperta, la sabbia non viene mai tirata e pulita veramente poco, il posacenere passavano anche 2/3 gg prima di essere svuotato.  Lodi invece allo staff delle pulizie, le casette erano igienizzate, pulite e profumate.. ma questa è ed  è sempre stato un punto forza dell'europa. Il solito Chirstian , colonna portante del villaggio , gentile e disponibile.  Ma tutto lo staff in generale è molto cortese. Ritornerò??? Certo che ritornerò sperando che il prossimo anno ci sia una scelta migliore per il gruppo di animazione;Europa Camping Village;05/07/2019;so;TRAINING
Enrico M;Ne ho provati tanti ma questo è sicuramente uno dei migliori campeggi della zona di Jesolo. Dimensioni ideali per famiglia, bagni molto puliti, piscina funzionale sia per i bambini che per nuotare, palestra con tutto quello che serve e sempre molto pulita. Buon ristorante e cordialità diffusa.....;Europa Camping Village;05/07/2019;so;TEST
maisenza13;Sono stato con la famiglia( mia moglie e due bimbi) nelle settimane centrali di ferragosto per il 5 anno consecutivo.Staff del campeggio impeccabile. Piazzola spaziosa pulita e all'ombra. Grande rispetto degli orari del silenzio. Beach service sempre sorridente e disponibile. Spiaggia pulita e spaziosa.Fiore all'occhiello l'animazione, mai invadenti e con un fitto programma per tutte le età. Corsi di tennis e calcio con istruttori preparati e non improvvisati per gli under 14, programma di Fitness che copre tutta la giornata molto vario: si apre con il risveglio muscolare, e si trovano attività di vario genere come zumba, spinning, step ad arrivare perfino allo yoga. Menzione particolare per Aurelio preparatissimo nelle sue attività, tant'è che per l'acqua gym bisognava ritrovarsi 5 minuti prima in piscina per assicurarsi il posto.Spettacoli serali esterni validissimi con grandi professionisti provenienti da tutta Italia. Programma serale interno vario e divertente grazie alle capacità del capo animazione Luca e alle coreografie di Aurelio, disegnato ad hoc per la tipologia di clientela proveniente da tutta Europa. Menzione particolare per la giornata di ferragosto coordinata magistralmente Luca con giochi divertentissimi con abbondante aperitivo offerto dalla direzione e dal supermercato della struttura e chiusura con uno spettacolo danzante organizzato dall'animazione. Personalmente ho trovato lo staff molto professionale, non la vecchia animazione all'italiana ma molto preparati sulle attività proposte, considerati anche i limiti di spazio per alcune attività.Mini club attivo, ho trovato particolarmente interessante l'attività di masterchef per bambini.A proposito di masterchef, mi collego al ristorante Le Bricole: qualità prezzo ottima, menu vario e personale di sala molto gentile menzione particolare per Raffaele, posizione super ed appena rinnovato.Che dire il campeggio come servizi è sempre stato a mio parere un 5 stelle, una garanzia su tutto. quest'anno sono stato piacevolmente sorpreso dall'animazione. Rinnovo i miei complimenti alla direzione, all'anno prossimo!!;Europa Camping Village;05/07/2019;so;TRAINING
Carmine D;Il campeggio si trova in una posizione strategica per scoprire la Sardegna siamo stati in un bungalow confortevole pulito vicino al corpo centrale ,l'animazione piacevole e divertente un saluto particolare a Marcello e Marta ....ma anche a tutti gli altri .il personale molto disponibile ....sicuramente ci torneremo;Camping Village Capo d'Orso;05/07/2019;so;TRAINING
Giorgio F;Aspetti positivi: campeggio tranquillo, anche la settimana di ferragosto. Immerso nel verde senza altre strutture nell'immediata vicinanza. Case mobili (perlomeno la nostra) pulita e recente. Animazione molto brava e non invadente. Complimenti davvero ai ragazzi!!!Aspetti negativi: la spiaggia attrezzata del campeggio, sul catalogo, non è quella della foto! Sulla foto è rappresentato lo stabilimento(ombrelloni blu) del residence figo... Spiaggia di ghiaia e non di sabbia, come invece descritto sul dépliant. In mare poi, ci sono rocce ovunque rendendo difficoltoso il solo entrare in acqua. Non adatto ai bambini. Mare che diventa profondo dopo qualche metri.Ristorante imbarazzante per i tempi di attesa e la disorganizzazione. Personale a volte scortese. Market carissimo e con prodotti nella media se non scadenti. Comprata anguria marcia, sostituita gentilmente, ma quella nuova era prossima a marcire.. Nel complesso il personale sembra sempre svogliato e non motivato. L'impressione che ho avuto è di un ambiente dove ognuno guarda il suo orticello. Infatti ogni decisione doveva essere dirottata ad un responsabile e i tempi si allungano parecchio, per ogni cosa.Vespe ovunque! Non si riesce a mangiare in pace! Formiche ovunque, abbiamo dovuto sigillare il cibo perché entravano dappertutto! Non ci ritornerò.;Camping Village Capo d'Orso;05/07/2019;so;TRAINING
Tiziana_Sanz;Abbiamo soggiornato presso il camping capo d'orso dal 4 al 18 agosto 2018 in soluzione bungalow family insieme ad un'altra famiglia. Il camping è in via di miglioramento ma a parte l'aspetto strutturale ci sono altre cose da migliorare subito. Iniziamo dagli aspetti positivi: la posizione dei bungalow ottima perché vicina ai giochi per bambini, animazione, market, bar, reception e ristorante i bambini (di 3 e 4 anni) si sono divertiti tantissimo ed erano liberi di andare e venire dai giochi in libertà, insomma una bella autonomia l'animazione per i bambini molto coinvolgente. Veniamo agli aspetti diciamo da migliorare: l'Accoglienza. Abbiamo prenotato in 2 famiglie facendo presente di stare con i bungalow vicini e alla fine secondo il camping vicini vuol dire avere il muro della cucina in comune (ma non posso sfondare la cucina per andare dall'altra parte, non si sono porte comunicanti) con le due terrazze una all'opposto dell'altra, quindi per raggiungerci a vicenda dovevamo uscire dalla casa, superare due bungalow, girare a destra e superare un altro bungalow. E alla richiesta di spostarci, ovviamente non c'erano disponibilità... Peccato che abbiamo prenotato a marzo 2018. Va bhe passi... Ci adattiamo, siamo in vacanza. Ulteriore miglioria: le spiagge non sono sempre al massimo della bellezza, ma è il mare si sa. Però dai bungalow family per raggiungere la spiaggia è tutta un saliscendi non indifferenti che con il sole delle 14 ti sciogli al solo guardare l'asfalto. Per un po' d'ombra con le piante non si può fare molto, la natura deve fare il suo corso ... Ma un servizio navetta interno che aiuti le famiglie che hanno bisogno a ritornare al bungalow o casa o piazzola, dovrebbe esserci. Ultimo aspetto negativo: il ristorante. La parte da asporto è molto da potenziare. Noi ogni volta che abbiamo chiesto sughi da portare via o altri piatti dovevano consultarsi in 2/3 persone per dirci se si poteva fare e il costo. Questo dovrebbe essere un servizio standard in un camping. Inoltre abbiamo mangiato solo 1 volta al ristorante dopo aver pregato di avere un tavolo visto che il giorno dopo saremmo partiti. Noi avremmo anche prenotato alle 18 (in realtà sono andata alle 16 e mi hanno detto di tornare alle 18), ma se il campeggio è grande e il ristorante è piccolo non puoi dirmi che non c'è posto. Ti velocizzi, fai più turni per mangiare, allestisci altri posti, insomma siamo in alta stagione. Però poi non mi fai aspettare più di 1 ora per fare uscire i primi. Sarà che sono di Milano e qui se non sei veloce ed efficiente sei fuori dal mercato. Ad ogni modo la vacanza è stata piacevole, non fraintendete... Abbiamo girato diverse spiagge e ci siamo divertiti. Questi sono solo suggerimenti sia per il camping sia per chi è in procinto di prenotare... Noi per il momento proveremo qualche altro posto.;Camping Village Capo d'Orso;05/07/2019;so;TEST
Enrico_LXXXIII;Bel campeggio con piazzole ampie e confortevoli. Servizi curati puliti.Market ben fornito, personale cortese. Una delle due spiagge è molto bella con anche la possibilità di vedere diversi pesci. L'altra è un po'più anonima. Piccola pecca manca un area barbecue comune per chi non ha la possibilità di portarsi tutto l'occorrente. Animazione divertente e coinvolgente.Grazie della bella vacanza!;Camping Village Capo d'Orso;05/07/2019;so;TEST
Thuy Dotti;Da subito ci siamo trovati benissimo, animazione eccellente sempre molto gentili e cortesi. I nuovi bagni sono eccezionali in quanto per ogni doccia hanno anche all'interno il water e il lavandino. L'unica pecca è la spiaggia che non è molto grande e in alcuni punti ci sono gli scogli per andare in mare.;Camping Village Capo d'Orso;05/07/2019;so;TRAINING
touchand;Sempre piacevole tornare in questo rifugio. Nonostante l’ambiente risultati un po’ datato lo staff è accogliente e questo basta e avanza. Buono il ristorante ed eccellente ovviamente la posizione. Ottimo punto di partenza per le escursioni sull’Etna.;Rifugio Sapienza;05/07/2019;so;TRAINING
Guido P;Ero da solo e ho trovato una calorosa accoglienza dal personale e a cena la piacevole atmosfera si è diffusa tra i commensali: ho fatto conoscenza coi compagni olandesi di tavolo e ci siamo incontrati piu' volte nei gironi successivi sulle piste;Rifugio Lagazuoi;05/07/2019;so;TRAINING
NoraMor1988;Ci siamo presi 2 giorni per poter staccare dalla solita vita d'ufficio e devo ammettere che non pensavo sarebbe stato tanto bello. L'agriturismo è superlativo: pulito, il mangiare ottimo, personale molto gentile, le stanze belle, pulite e accoglienti. L'area esterna meravigliosa con una molteplice quantità di animali. Le attività sono belle da fare fare ai bambini o da fare in famiglia come abbiamo fatto noi. Peccato per il tempo poco clemente ma che fortunatamente non ci ha impedito di fare le tre attivitá: battesimo del guanto, trekking con i lama e passeggiata a cavallo. Tutto davvero meraviglioso. I titolari come i collaboratori sono persone incantevoli. Ci torneremo sicuramente.;Agriturismo & Scuderia della Valle;05/07/2019;so;TEST
tata1981;Posto trovato praticamente per caso che si è rivelato una bellissima sorpresa.Curatissimo, personale molto gentile e capace di farti sentire a casa.Cibo squisito.Peccato per la giornata di mal tempo ma questo non ci ha impedito di goderci appieno l'area esterna.Pareva d essere all'interno di un parco faunistico.numerose specie, alcune davvero particolari, interessante soprattutto l'allevamento di lama e di alpaca.numerose le possibilità di organizzare escursioni nei dintorni, trekking, passeggiate con i lama, attività per adulti e per bambini.Noi abbiamo solamente pranzato pertanto non possiamo dare informazioni in merito alle stanze.Ci torneremo di sicuro!!!!!!Davvero una bellissima scoperta immersa nella natura.;Agriturismo & Scuderia della Valle;05/07/2019;so;TEST
Alessandro Z.;La nostra permanenza è durata forse un ora.Volevo trascorre con la mia famiglia una giornata in pieno relax,ma purtroppo l'educazione di un addetta alla scuderia non è stata affatto amichevole e coinvolgente e abbiamo deciso di togliere subito il disturbo.. La signora e stata sgorbutica e burbera, non ci ha degnato di una parola ed e stata maleducata con mio figlio.Persona non all'altezza ad avere un approccio armonioso con i clienti. Mi dispiace per i titolari dell'agriturismo che si sono dimostrati gentili con noi, ma se alla signora davamo fastidio bastava dirlo subito.Fossi in loro la licenzierei in tronco. A mai più;Agriturismo & Scuderia della Valle;05/07/2019;so;TRAINING
Marco M;Esperienza positiva alla scuderia soprattutto per tutto ciò che è attorno all'agriturismo! Non solo cavalli ma tantissimi animali (lama alpaca, maiali, mucche, dromedari, ecc ecc) tenuti bene per chi vuole semplicemente farsi un giro tra i monti o per i bimbi che vogliono usufruire della fattoria didattica. Il cibo è abbondante e la qualità nella media. Bella esperienza!;Agriturismo & Scuderia della Valle;05/07/2019;so;TRAINING
Serena B;Siamo capitati per caso non avendo prenotato, la titolare molto gentilmente è riuscita a sistemarci. Il posto è piccolo e noi eravamo sette. Abbiamo mangiato veramente bene, con prodotti di ottima qualità. Complimenti ;Agriturismo La Ferme du Grand Paradis;05/07/2019;so;TRAINING
Imperia Mor;Abbiamo trascorso il weekend di Pasqua qui e avevamo bisogno di un Hotel comodo non in centro e vicino all’autostrada. Appena arrivati siamo stati accolti con freddezza e poche parole, nessun cenno agli orari della colazione ne tanto meno un sorriso o un augurio di buon soggiorno. Per un quattro stelle non di certo il migliore dei biglietti da visita. Nessun altro cenno alle altre facilities dell’albergo. Camera spaziosa e senza dubbio pulita, ma gli appunti da fare sono tanti, il miscelatore montato al contrario e l’acqua ghiacciata nella doccia, un profumo chimico e dolcissimo in tutto l’albergo, aria bollente nei corridoi e aria gelata in camera anche quando provavamo ad accendere l’aria calda. Letto comodo, tutti i prodotti per il bagno e non solo disponibili in stanza. Sicuramente migliore per un soggiorno professionale che per uno di coppia. Colazione ricca, cappuccino latte e caffè disponibili au richiesta e con servizio al tavolo, ampia scelta ma qualche sorriso in più non avrebbe guastato, come qualche ammonimento in meno sulla pinza corretta da usare per la torta. Da migliorare.;UNAHOTELS San Vitale Bologna;05/07/2019;so;TEST
luciovizioli;Buona l’ubicazione,ma purtroppo il proprietario ( forse gestore) è una persona sgarbata La professionalità e la serietà sono evidentemente un optional in questa struttura nel cuore dei Parioli.Peccato!!!;Parioli Bed & Business;05/07/2019;so;TRAINING
Felice N;Ho trascorso da poco 4 giorni in questo fantastico Camping dotato di Lodge in legno da favola, praticamente è come stare a casa vostra, dotati di ogni comfort, vi è anche una sauna al centro dei lodge prenotabile con soli 5€ a persona, dispone di area barbeque, minizoo con attrazioni per piccoli e grandi, aree roulotte, e a breve sarà anche hotel con camere o appartamenti, ristorante e market all'interno dello stesso camping, i proprietari sono gentilissimi e disponibili. prezzi onesti per la qualità dell'ambiente e del camping, tessere magnetiche per l'accesso ai lodge e per l'ingresso e l'uscita dal camping senza limiti di orario, bagni per animali, praticamente c'è di tutto…;Camping Olympia;05/07/2019;sp;TEST
Fabio R;"Qui in camper con la famiglia, prezzi corretti, gentilezza, disponibilità, pulizia e spazi a disposizione per tutti. Buono il ristorante, simpatico il parco giochi e il piccolo ""bioparco"" con gli animali di montagna, in cui i bambini si sono divertiti tantissimo. La posizione poi è fantastica, a due passi da Dobbiaco e San Candido, è la base perfetta per esplorare tutta la zona!";Camping Olympia;05/07/2019;sp;TRAINING
sunriseb38;Camping delizioso per una bella vacanza in Val Pusteria. Posizione ottimale sia per la ciclabile, che passa appena fuori il campeggio, sia per i bus con fermata dedicata (e il camping offre compresa nel prezzo la card Alta Pusteria per girare con treno e bus in tutta la valle gratuitamente).Pulitissimi i servizi e le varie aree di sosta, e tanta cortesia e professionalità Torneremo sicuramente;Camping Olympia;05/07/2019;sp;TRAINING
atti S;Siamo andati con la famiglia per visitare firenze. Che è a 5 min di auto ma forse meglio andare in bici perché è davvero a pochi km e parcheggiare a firenze.... Preso il bungalow con due stanze due bagni. Non è enorme ma alla fine due bagni letti comodi, aria condizionata, cucina con quello che serve (che non abbiamo usato) e veranda esterna. I bungalow sono molto vicini tra loro e forse è un po’ un difetto ma se lo spazio è poco... Bella la piscina, i ragazzi si sono divertiti parecchio.  Il ristorante è valido ma molto caro. Si mangia bene, forse sono un po’ lenti, ma i prezzi sono un po’ eccessivi per il tipo di struttura. Alla fine servirebbe una cosa un po’ più alla mano per gente che va in campeggio e non all’hotel. Non capisco poi la mancanza di un bar vista Arno, sarebbe comodo perché dal lato dei bungalow e anche carino visto che ci si potrebbe rilassare lontano dal casino Ad ogni modo lo consiglio noi ci siamo trovato davvero bene…;Camping Village Firenze;05/07/2019;sp;TEST
Matteo T;Piscina perfetta per bambini piccoli, con giochi d'acqua, cascate, e ingresso simil spiaggia.spesa 28€ due adulti ed un bambino sotto i 3anni, ombrellone e sdraio gratis fino ad esaurimento.La piscina per i grandi è abbastanza piccola.Presente anche un area relax con prato ed alberi, bar e ristorante. Per la mia esperienza una delle piscine più comode/carine a firenze.…;Camping Village Firenze;05/07/2019;sp;TRAINING
RobertoElenaFederico;Sono stato con alcuni colleghi in questo camping poco fuori Firenze, zona Lungarno: chalet per 4 posti letto, 2 bagni, cucinino attrezzato, climatizzato, veranda esterna e posto auto. Segnalo solo l'assenza della tv. Mi ha sorpreso la pulizia e la cura dell'intero complesso. Doppia piscina, campetto in sabbia (forse la cosa meno curata, cemento che affiora e pietre), mini market, lavatrici self service, bar e ristorante - birreria. Peccato per la presenza di zanzare dal tardo pomeriggio, ma rapporto qualità-prezzo impareggiabile.;Camping Village Firenze;05/07/2019;sp;TEST
Camillabuccia;Io insieme alla mia famiglia abbiamo dormito in questo Villaggio in un piccolo boungalow. Aria condizionata funzionante, acqua calda immediata nella doccia. Piscine pulite e carine. Personale cordiale, prezzi per la colazione modici. Ci riandrei!;Camping Village Firenze;05/07/2019;sp;TRAINING
1964Marcello;"Bungalow accogliente e pulitissimo, con ogni accessorio per il confort. Logistica curata, ristorante di ottimo livello e con grande scelta. Accoglienza e servizi degni di nota compreso l'utilizzo della piscina ""fuori stagione"" molto apprezzato dai ragazzi. Prezzo complessivo assai buono. Unica pecca la colazione continentale senza brioche e di prezzo troppo elevato.";Camping Village Firenze;05/07/2019;sp;TEST
