commento;LABEL personas - Luis;tipo_lista
Sono andata a leggere le recensioni negative per capire cosa le persone avessero potuto trovare di sbagliato in questo albergo, e infatti sono totalmente fuorvianti. Raramente ho visto un posto tanto bello, camere comodissime (finalmente un letto con materasso matrimoniale!!!) con vista indimenticabile, kit cortesia con addirittura la crema doposole, bagno strapulito e acqua che arriva calda in un secondo. La cena ottima in unâ€™atmosfera raffinata, che allo stesso tempo non fa mai sentire lâ€™ospite a disagio, personale di una cortesia e discrezione rara. Per la cena sono attrezzati anche per i piÃ¹ piccoli con fogli da disegnare, matite colorate e piatti e bicchieri per bambini, hanno avuto unâ€™attenzione per il mio bimbo mai vista prima. Colazione spettacolare, con prodotti tipici, vista mare e piscina. Lâ€™unica cosa negativa che ho trovato di questo posto Ã¨ stata dover ripartire!â€¦;Social Travelers;TRAINING
Una serata in relax....Aperitivo di noi OLBIESI alternativo e panorama fantastico....personale professionale e cocktail fatti benissimo..Panorama Ã¨ solo da vederlo di persona,rilassante!!!Provare x credere...;Social Travelers;TEST
Ho soggiornato per alcuni giorni con mia figlia nel 2017.  Un hotel molto ben posizionato, dotato di tutti i confort. Personale gentilissimo e sempre attento ai bisogni del cliente.  Ristorante dell'hotel eccellente. Ci tornerÃ² sicruramente  per un soggiorno piÃ¹ lungo.;Habitual Travelers;TEST
Sicuramente l'hotel si trova in una posizione privilegiata e gode di una vista mozzafiato.La piscina Ã¨ il punto forte di questa struttura (basta guardare le foto, non servono altre parole!) Il giardino, cosÃ¬ come tutti gli spazi sia esterni sia interni Ã¨ curato nei minimi dettagli.Abbiamo avuto l'opportunitÃ  di soggiornare in una suite davvero favolosa! Due piani, due bagni e due grandi terrazzi con vista sul porto e accesso diretto alla piscina. Il tutto accuratamente pulito e ordinato.Ci siamo sentiti davvero a casa! Il personale dell'hotel Ã¨ davvero molto gentile e disponibile ad ogni richiesta.La colazione Ã¨ davvero infinita: ogni tipo di dolce,  biscotti, marmellate, succhi di frutta, yoghurt, affettati, uova, bacon e tante altre cose..Abbiamo anche pranzato nel ristorante dell'hotel e abbiamo mangiato davvero molto bene!Hotel consigliatissimo!;Researchers;TRAINING
Tutte le camere dell'hotel sono fantastiche ma non dovete perdervi la suite, vale ogni singolo euro speso. Ha l'accesso diretto in piscina, veranda con 3 lettini, soppalco con seconda zona notte e bagno separato. Ha la doppia vista: su Olbia e il tramonto e su tavolara el'alba. Regalatevi questo sogno. Colazione da 10 e lode, personale al top. Flavia;Luxury Travelers;TEST
Semplicemente perfetto! Personale gentilissimo, camere pulitissime, colazione abbondante e buffet sempre rifornito, piscina ampia con vista panoramica, parcheggio disponibile in loco e rapporto qualitÃ  prezzo perfetto! Grazie per il bel soggiorno!;Value Seekers;TEST
Ci,sono stata per lavoro, purtroppo una notte e via...ma la mattina presto .... uno spettacolo... la colazione sulla veranda: bellissima! Un appunto ma per una coerenza con la categoria dell'Hotel: la colazione dovrebbe essere piÃ¹ accurata, con una presentazione migliore ... il latte NON era FRESCO ma alunga conservazione: un peccato! Gli affettati, i,formaggi disposti male, e non davano 'valore'all'Hotel!,;Luxury Travelers;TEST
Abbiamo alloggiato la prima settimana di agosto. Confermo tutte le recensioni positive. Il rapporto qualitÃ  prezzo tutto sommato va bene. Eravamo con la formula pernotto e colazione, ed abbiamo inoltre usufruito del ristorante a pranzo un paio di volte. Ci siamo trovati molto bene, il personale sempre gentile e disponibile pulizia adeguata. Un pÃ² vetusta la moquette nei corridoi. Posizione strategica,  zona piscina con panorama mozzafiato. Consigliato.;Value Seekers;TRAINING
Tornerei e consiglierei questo albergo. Il personale Ã¨ gentile e disponibile. Camera pulita abbastanza grande e chiara. Nel nostro caso con vista sul porto di Olbia. Il prezzo per il mese di Giugno ok;Value Seekers;TEST
Posizione eccezionale, camere pulite e abbastanza spaziose, personale molto gentile e disponibile, piscina fantastica. Cibo ottimo. Vista sul porto di Olbia in lontananza molto suggestiva, soprattutto la sera. Ottimo punto di partenza per visitare  la  Costa Smeralda. Torneremo certamente.;Researchers;TRAINING
Che dire lâ€™hotel Ã¨ situato in unvuna posizione stupenda!La camera Ã¨ silenziosa,il letto comodo,i camerieri gentilissimi,il personale della camera e alla reception anche!La PISCINAAAAAðŸ’™ðŸ˜sconfina il blu cn lo smeraldo del maree..tto intorno il prato verde,il cielo azzurro,i fiori,il profumo del mirto ovunque!Al ristorante abbiamo cenato1volta la sera della cena tipica sarda,servizio impeccabile,qualitÃ  eccellente.Colazione ottima si fa davanti alla piscina..insomma un paradiso,per la spiaggia câ€™Ã¨ la comodissima navetta..tornerei subito!!;Luxury Travelers;TEST
LÂ´hotel si trova sulla strada che porta al golfo aranci, una piccola collina che sovrasta il porto di Olbia. Circondato da un bel parco e con una piscina spettacolare a vista sul mare. Camere grandi, pulite e confortevoli. Hotel molto tranquillo. Colazione ricca, sia salata che dolce. Personale molto gentile e disponibile. Ottimo servizio navetta, gratuito, da e per lÂ´aeroporto.LÂ´unico neo sono i prezzi del ristorante e bar che trovo veramente eccessivi. Per muoversi fuori dallÂ´hotel la macchina eÂ´ dÂ´obbligo. Con prezzi piuÂ´ bassi sarebbe un hotel al TOP. Comunque consigliato per un breve soggiorno.;Value Seekers;TEST
Ho soggiornato in questo hotel per nove giorni. Tutto funziona benissimo. Efficienza nel check-in, buon servizio, meravigliosa colazione con dolci fatti in casa e abbondante scelta di salato, bevande. Ma il pezzo forte che, oserei dire, vale metÃ  soggiorno Ã¨ la piscina! Da sogno! Infinita, in posizione panoramica....;Value Seekers;TRAINING
Bellissimo hotel per chi vuole rilassarsi immerso nel verde e a pochi minuti di navetta (gratuita) dalla spiaggia di Pittulongu. Personale disponibile e cordiale! Stanze pulite, cibo ottimo, vista fantastica, piscina top.Consigliatissimo!;Value Seekers;TEST
Ho soggiornato in questo hotel 2 notti  con mio marito per festeggiare il nostro primo anniversario di nozze. Siamo arrivati prima dell'orario previsto del check-in e con grande sorpresa la nostra camera era giÃ  pronta! La piscina Ã© senz'altro il punto di forza dell'hotel.. non ci sono parole per descrivere l'immensitÃ  del paesaggio che si ammira dalla piscina..tutto molto suggestivo! La colazione Ã© ricca e di qualitÃ , impossibile non essere soddisfatti.. c'Ã¨ veramente di tutto! Abbiamo pranzato con salmone fresco alla griglia e  con patate al forno e insalata e calamari freschi. Tutto buonissimo, abbondante ed economico (13 euro a piatto). Il personale Ã¨ simpaticissimo,educato, professionale e pronto a soddisfare ogni richiesta del cliente. Questo hotel merita le molto piÃ¹ di 5 stelle se fosse possibile! Complimenti vivissimi.. ci ritorneremo sicuramente!;Value Seekers;TEST
Ambiente bello e molto pulito.Servizio veloce ma alcuni camerieri molto accigliati..... in questo lavoro Ã¨ importantissima la presenza di personale garbato e sorridente e qui questo non Ã¨ stato tale.Il pranzo abbastanza soddisfacente......non ho trovato nulla perÃ² di eccezionale!!!;Social Travelers;TEST
