"utente"|"commento"|"hotel"|"dataIns"|"labelpers"|"tipo_lista"
"Fabio P"|"Siamo stati in questa splendida struttura in occasione di un evento enogastronomico. Molto comodo, pulito e ben fatto. Oltre a tutti i pregi elencati si trova al centro di Taormina e non è poco! Ritorneremo ... CONSIGLIATISSIMO"|"Hotel Continental"|"05/07/2019"|"ce"|"TRAINING"
"Rossana Cosselli"|"Hotel molto grazioso, centralissimo, situato a pochi passo dal meraviglioso centro di Taormina, personale gentilissimo e disponibile. Camere pulite e spaziose, dotate di ogni confort necessario. Colazione ottima da gustare in terrazza con una vista mozzafiato che se ci penso ancora adesso è da brivido!  Ci torneremo sicuramente perchè ci siamo trovati davvero benissimo, complimenti per tutto, continuate così!…"|"Hotel Continental"|"05/07/2019"|"ce"|"TRAINING"
"Sebastiano G"|"Abbiamo trascorso un week end molto speciale in questo grazioso e confortevole albergo stile anni 60, sito in una posizione stupenda a pochi passi da piazza Duomo. La nostra stanza, piccola ma comoda, aveva un terrazzino con affaccio sul Duomo...veramente delizioso. Infatti, abbiamo approfittato per goderci il panorama e soprattutto l’atmosfera quasi incantata che si è creata...Personale impeccabile e disponibile...La sala della prima colazione gode di un affaccio incantevole sulla baia di Giardini. Ci torneremo...per “ricaricare” le batterie dopo lo stress del quotidiano.…"|"Hotel Continental"|"05/07/2019"|"ce"|"TEST"
"Giramondo"|"A due e dico due passi dal magnifico lungomare di Reggio l’hotel offre camere spaziose, dall’arredamento spartano ma molto più che funzionale, dotate di frigo bar e bagni ampi e pulitissimi ( ho sfruttato varie volte la struttura e sono sempre stato soddisfatto). Alcune stanze sono con splendida vista mare ... altre danno sulla strada. Quelle vista mare sono non solo con vista migliore ma anche più silenziose ovviamente.  Meglio chiedere vista mare all’atto prenotazione anche se io sono stato bene in tutte. La colazione ( dalle 7 alle 10) e’ di soddisfazione. Non propone cibi caldi ma i dolci sembrano fatti in casa ... davvero ottimi ( meno le brioche). L’accoglienza e’ sempre ottima e la gentilezza non è mai mancata. Ogni volta che vado a Reggio alloggio qui.. e continuerò a farlo."|"Hotel Continental"|"05/07/2019"|"ce"|"TRAINING"
"Umberto P"|"A due passi da piazza Duomo a Taormina, hotel non nuovissimo ma ben tenuto, camera superior ristrutturata da poco, accogliente e pulita, colazione buona servita su una splendida terrazza panoramica. Antonio alla reception un esempio di cordialità ed ospitalità."|"Hotel Continental"|"05/07/2019"|"so"|"TRAINING"
"Massimo D"|"Sono tornato per la 2 volta in 2 anni a Taormina e per la 2 volta ho scelto il Continental.La gentilezza e simpatia di tutto il personale, la posizione centralissima, la funzionalità dei suoi ambienti e la su citata terrazza panoramica. E non ce 2 senza 3 .... quando ritornerò a Taormina tornerò al Continental"|"Hotel Continental"|"05/07/2019"|"ce"|"TEST"
"antoniafo"|"Il mio soggiorno a Taormina non sarebbe stato così piacevole se non avessi avuto la fortuna di pernottare in questa struttura. Gentilezza e disponibilità del personale, della reception ma anche della sala ristorante, pulizia delle stanze ed eccellenza della colazione rendono questo albergo uno dei più belli nei quali abbia mai pernottato. Non mi ritrovo affatto nelle recensioni negative che parlano di colazioni scarse e di camere vecchie: la prima era squisita e le seconde nuovissime. Un angolo di paradiso situato al centro di Taormina e che offre tutte le comodità idonee a rendere una villeggiatura memorabile. Complimenti!"|"Hotel Continental"|"05/07/2019"|"ce"|"TRAINING"
"angelo d"|"Hotel in posizione centrale dalle cui finestre nei giorni di sereno si puo' ammirare l'etna e la spaggia di Giardini Naxos, camere pulite e confortevoli, personale gentilissimo e sempre pronto ad esaudire ogni richiesta. Consigliato vivamente."|"Hotel Continental"|"05/07/2019"|"ce"|"TRAINING"
"colle4318"|"Personale professionale e cortese, bella terrazza panoramica, posizione centrale ottima, per il resto da cancellare. Struttura anni 50 /60,camera fatiscente con arredi vetusti e logori, bagno scandaloso!!!! Doccia con tenda, specchio tutto scrostrato, l'arredo penso mai sostituito, una vera tristezza... Colazione mediocre, struttura con grandi potenzialità ma da ristrutturare completamente, non capisco come faccia ad avere tre stelle.... Prezzo non assolutamente rapportato alla qualità della struttura."|"Hotel Continental"|"05/07/2019"|"sp"|"TEST"
"Dolcesinfundo"|"Siamo rimasti molto contenti del nostro soggiorno, a partire dal check in dettagliato e accogliente, la camera molto pulita in ogni dettaglio, abbiamo anche preso qualcosa da bere al bar gentilmente accompagnato da un tagliere di deliziosi formaggi e per non parlare della colazione la mattina con un ottimo caffè con vista mare e monti (Etna), non ci sono parole per descrivere la gentilezza e l'attenzione di tutto il personale. Vivamente consigliato"|"Hotel Continental"|"05/07/2019"|"so"|"TRAINING"
"Andrea M"|"POSiZIONE incantevole con vista mare e sul vulcano Etna, a due passi dal centro.Rapporto qualità prezzo sostenibile con personale disponibile e attento alle esigenze della clientela. Colazione super!"|"Hotel Continental"|"05/07/2019"|"sp"|"TEST"
"Romagna79"|"Ottimo hotel,dove il cliente è seguito nei minimi dettagli,e si sente davvero valorizzato.Abbiamo fatto colazione nella terrazza,con vista mare,e devo dire che vorrei potermi svegliare tutte le mattine lì.Taormina poi è stupenda come città."|"Hotel Continental"|"05/07/2019"|"ce"|"TEST"
"peppedif"|"Soggiorno molto piacevole e rilassante, con vista unica che racchiude il vulcano Etna ed il golfo di Naxos! Personale molto attento e meticoloso! La camera stupenda e molto pulita. La struttura dispone di una piscina con vista! Sono inoltre disponibili dei servizi navetta per il centro storico di Taormina ed anche per il mare! La colazione sia salata che dolce danno la possibilità, tra i vari prodotti disponibili, di gustare delle prelibatezze legate al territorio! Consigliatissimo!…"|"Hotel Villa Ducale"|"05/07/2019"|"ce"|"TRAINING"
"Tinello"|"Abbiamo deciso di trascorrere la ns luna di miele in questo raffinato boutique hotel. Tutto, dalla camera al ristorante al servizio del personale cortese e attento a ogni richiesta , ci è sembrato perfetto. L’hotel, situato in posizione elevata (Taormina alta, sotto Castelmola) gode di una vista spettacolare, unica e ineguagliabile che domina sul mare e parte della città. Le stanze e ogni ambiente dell’hotel è arredato con gusto e cura del dettaglio. Nulla è lasciato al caso e per ogni richiesta si ha la sensazione che il personale è attento e pronto a soddisfare il cliente. Tutto lo staff , dagli autisti alla reception ai camerieri, cuochi e signore pulizie lavorano in maniera incredibile per assicurare il massimo. Il cliente si sente coccolato in ogni momento. La qualità del cibo è ottima. Le stanze offrono ogni comfort (la ns junior suite era impeccabile: spaziosa con un bagno ampio e bellissimo e una terrazza con vista mare). Sicuramente sceglieremo ancora questa struttura , elegante come i suoi proprietari (o l’altra gemellata, Villa Carlotta, in Taormina bassa).…"|"Hotel Villa Ducale"|"05/07/2019"|"lx"|"TEST"
"Figaro03-08-78"|"Hotel Villa Ducale è un posto unico nel panorama Taorminese. Gode di una posizione privilegiata che gli da una visuale dall'alto su tutta la città e il golfo regalandoti attimi di magia e serenità. La mia stanza era molto grande finemente arredata. Ogni particolare è tenuto di conto e l'ospite non è mai lasciato a sé stesso costantemente coccolato dai dipendenti e non è raro incontrare la proprietaria, persona squisita, che si prodiga affinché tutto sia in linea con le aspettative della propria permanenza in Hotel. Spero di avere in futuro occasione di tornare a Taormina e di poter nuovamente soggiornare in questa splendida struttura.…"|"Hotel Villa Ducale"|"05/07/2019"|"so"|"TEST"
"Tacla89"|"A seguito di una cena romantica e deliziosa presso il ristorante di Villa Ducale, che si presenta  riservato, curatissimo e con vista mozzafiato sull’Etna e sul golfo di Giardini Naxos, io e il mio compagno abbiamo avuto modo di pernottare ln una delle suite dell’albergo.  E che dire, tutto magnifico! La location più bella che io abbia mai visto, un vero e proprio angolo di paradiso !  La suite, pulitissima, elegante e spaziosa, gode di tutti i comfort. Anche in questo, cosi come per tutta la struttura in generale, si vede riflesso il buon gusto dei proprietari, gentilissimi ed ospitali !  La consiglio a chiunque volesse trascorrere dei giorni di paesia e relax a Taormina !…"|"Hotel Villa Ducale"|"05/07/2019"|"lx"|"TRAINING"
"CMI06"|"Posizione magnifica e panoramica! Hotel dotato di ogni comfort, facile da raggiungere, camere comode e moderne, personale gentilissimo e disponibile, colazione eccezionale. Paragonabile a pochi altri hotel in cui siamo stati, assolutamente consigliato,"|"Hotel Villa Ducale"|"05/07/2019"|"ce"|"TRAINING"
"Robertaorla"|"La nostra  vacanza a Villa Ducale e stato un piacevolissimo ed inaspettato intermezzo . Questa incantevole Villa domina la città ed il suo mare offrendoti viste mozzafiato dalla terrazza del ristorante e dalle singole stanze. La sapiente regia dei proprietari e dello staff nella cura degli arredi e dei dettagli sembra portare i profumi e i colori nelle stanze e nelle sale direttamente dalMare e dalla natura circostanti rendendo il soggiorno a Villa ducale un’esperienza davvero unica. Sontuosa  la colazione in terrazza! Grazie a tutti lo staff per averci accudito, a Daria, Manila e Margherita per la squisita gentilezza e disponibilità. Un ringraziamento speciale al direttore Paolo per aver assicurato il famoso microclima di Taormina ... e alla straordinaria Signora Rosaria, un incontro davvvero indimenticabile ."|"Hotel Villa Ducale"|"05/07/2019"|"so"|"TEST"
"Gisella"|"L’hotel è assolutamente incantevole curato in ogni dettaglio da dove si può godere di una vista spettacolare, ma ciò che lo rende unico e’ il personale che ti accoglie. Ad iniziare dalla ‘padrona di casa’ la signora Rosaria che con la sua squisita ospitalità rende indimenticabile il tuo soggiorno, Daria, Manila, Margherita e tutto lo staff per la loro simpatia, efficienza e disponibilità. Ringrazio infine Paolo che con la sua professionalità ci ha dato l’opportunità di conoscere questa splendida realtà. Non vediamo l’ora di tornarci"|"Hotel Villa Ducale"|"05/07/2019"|"so"|"TEST"
"MartaStreet"|"Una vista che toglie il fiato, i pensieri e qualsiasi forma di stanchezza. Il posto ideale per trascorrere una vacanza rilassante. Un'accoglienza che fa subito sentire a Casa, senza essere a casa, coccolati sotto ogni aspetto. La nuova piscina dà quel qualcosa in più a un hotel che reputo fra i migliori del mondo, per posizione, per staff, per qualità, per pulizia, per servizi e per il suo design. Nulla è lasciato al caso, ogni cosa è curata nei minimi dettagli, con estremo amore e palpabile passione.La colazione è talmente ricca da lasciare di stucco e da riempire piacevolmente occhi e... pancia!Il ristorante è gestito da un bravissino chef che crea piatti meritevoli di essere assaggiati. E poi, come si fa a non pranzare o cenare in un posto così romantico, vista mare e vista Etna? Sembra il Paradiso!Tutto fa venire voglia di abbandonarsi al relax estremo e di tornare ancora, ancora e ancora.Un luogo magico, che resta nel cuore."|"Hotel Villa Ducale"|"05/07/2019"|"ce"|"TEST"
"Cristina"|"Un albergo metaviglioso , lussuoso tutto perfetto. Personale fantastico ti fanno sentire a casa. Tutto perfetto, camere spaziose, bagni in marmo metavigliosi, linea cortesia Etro, copriletto e lenzuola Etro. Colazione fantastica ad alto livello. Servizio impeccabile assolutamente da consigliare"|"Hotel Villa Ducale"|"05/07/2019"|"lx"|"TEST"
"AntonioSpadaro88"|"Staff accogliente ed educato. Struttura pulita e silenziosa. Posizione invidiabile. Colazione a buffet abbondante, sia dolce che salata. Consigliato sia a chi viaggia in coppia che in famiglia! Esperienza da ripetere"|"Hotel Villa Ducale"|"05/07/2019"|"ce"|"TEST"
"Giuseppe L"|"Panoramico e suggestivo, organizzato e con un personale puntuale e cortese. Stanza molto bella, illuminata e spaziosa nonostante fosse una singola. Colazione squisita. Massimo dei voti pienamente meritato!"|"Hotel Villa Ducale"|"05/07/2019"|"ce"|"TEST"
"Giuseppe B"|"Un luogo incantevole, un paesaggio mozzafiato. Da un'altezza di 800 metri si gode una visione  incomparabile: il mare di Naxos e, sullo sfondo, l'Etna ammantata dalla prima neve. Una camera dotata di ogni confort, personale professionale e disponibile.Tutti i sapori della vera cucina mediterranea. Una vacanza indimenticabile, all'insegna della signorilità , del buon gusto e dell'accoglienza siciliana. Nunzia e Pippo"|"Hotel Villa Ducale"|"05/07/2019"|"ce"|"TEST"
"seri n"|"Albergo panoramicissimo  e in un oasi di tranquillità.Adatto alle coppie in viaggio di nozze un servizio assolutamente altissimo livello  5 stelle .dall colazione al ristorante. Una cura al dettaglio una perfezione incredibile in tutto . Veramente complimenti . Le divise di lino mi hanno dato una sensazione di fresheza ed eleganza . Il personale veramente qualificato"|"Hotel Villa Ducale"|"05/07/2019"|"lx"|"TEST"
"Beatrice B"|"Location magnifica arricchita da uno staff professionale ed accogliente. Le camera sono dotate di ogni confort. Vista incredibile. Certamente consigliato e presto ritorneremo a soggiornare in questa struttura!"|"Hotel Villa Ducale"|"05/07/2019"|"ce"|"TRAINING"
"antonino1208"|"Sono stato ospite dell' hotel, servizio ottimo e personale qualificato e disponibile.La nostra camera bellissima e funzionale. Grazie all' hotel villa ducale che ha contribuito a rendere il mio soggiorno eccezionale"|"Hotel Villa Ducale"|"05/07/2019"|"ce"|"TRAINING"
"TravelAgency"|"La posizione: con affaccio sul Pantheon. La qualità dell’albergo: di gusto tradizionale, dotato di tutti i confort della categoria. Le camere: accoglienti, molte con vista sul Pantheon. Il personale: cordiale, preciso e premuroso. La colazione: sufficientemente ricca e assortita. Il rapporto qualità prezzo: buono, in relazione a quanto sino a qui elencato. Se volete trattarvi bene, qui lo potete fare. …"|"Albergo del Senato"|"05/07/2019"|"sp"|"TRAINING"
"Rosanna278"|"L'albergo si trova affianco  al pantheon, a due passi da piazza Navona, Fontana di Trevi, piazza Venezia....tutti i monumenti più  importanti sono raggiungibili in pochi minuti a piedi. La ns era una camera standard non molto grande ma con vista pantheon  e dotata di ogni confort, anche ciabatte e accappatoio. Il personale é  stato professionale e molto cortese, si é  fatto in quattro per soddisfare ogni desiderio. Migliorabile la colazione, dove sarebbe auspicabile un'offerta più  variegata. All'ultimo piano c'è  una terrazza  con vista stupenda sulla città.  Albergo perfetto per trascorrere piacevolmente una vacanza a Roma, lo consiglio vivamente!…"|"Albergo del Senato"|"05/07/2019"|"ce"|"TEST"
"Paolo B"|"Eravamo inizialmente dubbiosi più per la categoria del hotel che per altro invece siamo rimasti stupiti SERVIZIO, CAMERE,COLAZIONE da 4 stelle e conto da 3 stelle cosa volere di più (per favore NON CAMBIATE) aggiungiamo una posizione strategica ineguagliabile a mio parere perché ci si trova nel cuore del centro storico di Roma.…"|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"almo6099"|"Questo hotel è in una posizione ideale per esplorare Roma. Situato in Piazza della Rotonda, la finestra della nostra camera era a soli 45 metri dal Pantheon. Lo staff era gentile e molto accomodante. La nostra camera era molto pulita e confortevole, con una buona colazione continentale ogni mattina. La parte migliore è il bar sul tetto che abbiamo potuto sfruttare al meglio durante il tramonto. Quando tornerò a Roma questo è il posto in cui vorrò stare.…"|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"Andrea-Stefi"|"Vale da ogni punto di vista più delle 3 stelle formali. Per posizione, estrema cortesia del personale, ampiezza e pulizia delle stanze e dei bagni, mini bar, ecc. nel mio caso una matrimoniale: è davvero l'ideale per una coppia che voglia passare un we a Roma con un costo medio e concorrenziale rispetto ad un appartamento in B&B . La piazza del Pantheon è sempre piena di gente che va e viene ma l'albergo è silenzioso. Molto ricca la colazione . Esperienza molto positiva - unico piccolissimo neo non funzionava il bollitore dell'acqua in camera (ma a dire il vero non ne ho segnalato il malfunzionamento ne richiesto la sostituzione)…"|"Albergo del Senato"|"05/07/2019"|"sp"|"TRAINING"
"MiMatteo"|"Grazie! Senza saperlo, avete contribuito a rendere indimenticabile anche questa prima tappa del nostro viaggio di nozze. Avevo letto delle ottime recensioni e la posizione era di tutto riguardo. Avevo prenotato una camera Deluxe con vista, ma non mi aspettavo sicuramente l’unica camera dell’hotel con balcone sul Pantheon e anche la bottiglia di Prosecco al nostro arrivo è stata una cosa molto più che gradita.Grazie, per la gentilezza e disponibilità alla reception, grazie per le attenzioni nella pulizia e riassetto della camera, grazie per tutto.E’ “solo” un 3 stelle, ma ne vale molte di più.Bravi!"|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"lo5861"|"Sempre una garanzia vado al Senato da almeno 30 anni e mi sono sempre trovato benissimo . Posto fantastico servizio eccellente veramente un bel posto .naturalmente bellissime le stanze sul pantheon .Buona la colazione."|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"Maria Pia A"|"Eravamo già stati qualche anno fa. Anche questa volta ci siamo trovati benissimo..Tutto perfetto, dalla posizione, all'accoglienza, alla pulizia, al confort, alla colazione.....insomma  una meraviglia.Ottimo anche il rapporto qualità prezzo."|"Albergo del Senato"|"05/07/2019"|"sp"|"TEST"
"Albert F"|"Eravamo stati all'albergo altre due volte e come prima ci siamo trovati benissimo. L'albergo e' bello, curato e molto accogliente che rende il weekend romano ancora piu piacevole! La nostra camera al sesto piano dell'hotel aveva il suo terrazzo privato che dava sulla Piazza della Rotonda dandoci un panorama unico del Pantheon.  La colazione è buona e varia. La camera era assolutamente pulita e ben tenuta. Il personale era molto cortese e disponibile a ogni nostra esigenza. Ve lo consigliamo!"|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"ingdanilo"|"Posizione favolosa e camere classiche arredate con gusto visto il contesto offre pulizia e gentilezza ad un prezzo molto accessibile per quanto scritto sopra e con tutto  il centro Roma a disposizione in 5 minuti a piedi"|"Albergo del Senato"|"05/07/2019"|"sp"|"TRAINING"
"BRUNOB489"|"Hotel in posizione stupenda, personale gentilissimo, camere pulite e buona colazione.Sul terrazzo bellissimo bar all'aperto con visuale stupenda. Comodissimo lo spazio esterno davanti all'Hotel per fumarsi un sigaro o una sigaretta nella piazza per me più bella di Roma."|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"andrewfood"|"albergo accogliente e di classe, sono stato con mia moglie per lavoro e ci siamo trovati benissimo,comodo a tutti i servizi ed ottimo per visitare Roma. servizio attento e camere molto pulite. ci ritorneremo al prossimo viaggio. grazie"|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"TOPIS-T"|"Un meeting in questo hotel che e’ proprio su una piazza fantastica a Roma, davanti al pantheon.Facile da raggiungere, e vicino a tanti monumenti di Roma che si raggiungono in un attimo.Ambiente pulito e confortevole."|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"romy444"|"Sono appena tornata da una vacanza a Roma e ho soggiornato in questo bellissimo albergo..Posizione ottima di fianco al Pantheon..in centro storico...a pochi km dai migliori monumenti, che puoi raggiungere tranquillamente a piedi...L' albergo  con arredi raffinati ed eleganti, pulizia al top, e colazione molto valida. non per ultimo il personale gentile e disponibile.....sicuramente ci tornero'......"|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"NadiaGi71"|"Non posso che confermare tutte le recensioni precedenti. Camera standard ma con vista al primo piano dotata di tutto (compresi accappatoio e ciabattine). Riassetto stanza 2 volte al giorno (e vogliamo chiamarlo un 3 stelle???) colazione ottima sia dolce che salato, servizio di concergierie attento e sempre disponibile. In ultimo la posizione strepitosa. What’s else? La terrazza all’ultimo piano ad uso dei clienti dove d’estate è disponibile il servizio bar!!"|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"ercp"|"Tre stelle storico in posizione strategica, centrale e suggestiva: davanti al Pantheon.Camera un pò piccola ma curata.Ottima la prima colazione anche con frutta e succhi freschi.Prezzi abbordabili tenuto conto della posizionePersonale gentile.Difficile pretendere di più.Vale la pena tornare."|"Albergo del Senato"|"05/07/2019"|"sp"|"TRAINING"
"robertacresta"|"Ottima è strategica posizione, personale superlativo, pulizia e colazione eccellenti, unica pecca, l'albero di Natale non era all'altezza dell'hotel, poteva fare concorrenza a Spelacchio!Quindi lo consiglio vivamente"|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"FellowTraveler747858"|"Posto molto bello e accogliente comodo personale molto gentile ottimo lo consiglierei per un lungo week end. Sono stata benissimo e tornero presto appena possibile. Rapporto qualita prexxprezzo.ottimo"|"Albergo del Senato"|"05/07/2019"|"sp"|"TRAINING"
"melaguendy"|"Posizione perfetta,personale magnifico,camere splendide....ci hanno anche fatto un upgrade di camera,rispetto a quella prenotata.Colazione ricca di tutto,comprese crostate ,macchina automatica per i pancake, succhi,yogurt,brioches freschissime, bacon,uova strapazzate, diversi tipi di pane,focacce....e molto altro.Camera assolutamente deliziosa,spaziosissima e silenziosissima,nonostante la posizione assolutamente centrale.Provato anche il bar dell'albergo che offre aperitivo davvero buoni e ricchi.Personale,come dicevo,disponibilissimo,cordialissimo,gentilissimo.Un motivo in più per tornare a Roma, e torneremo presto."|"Albergo del Senato"|"05/07/2019"|"ce"|"TRAINING"
"Arturo M"|"Nel cuore di Roma! Stanza grande e con vista mozzafiato. Personale disponibile e cortese. Ottimo sia per un viaggio d affari sia per un soggiorno di piacere. Il prezzo assolutamente in linea con la qualità della stanza. "|"Lifestyle Suites Rome"|"05/07/2019"|"sp"|"TEST"
"endriu"|"Non avessi letto le altre recensioni forse sarei arrivato con aspettative più basse ed avrei messo cinque palle, arrivando in un cinque stelle, con cinque palle, primo hotel di Roma su TripAdvisor si arriva con un’aspettativa talmente alta che si rischia di rimanere un pochino delusi. Cosa mi è piaciuto: -La vista, la vista, la vista: l’affaccio su piazza Navona è impagabile. -L’arredo: curato, elegante, ironico -La pulizia -rapporto qualità/prezzo buono  Cosa poteva andare meglio: -le dimensioni del letto -la sala della colazione e là colazione in generale -alcuni piccoli dettagli nell’arredo (fili elettrici troppo lunghi, piccole scalfitture nei mobili, soprammobili  con il prezzo sotto)...dettagli che fanno la differenza tra il molto buono ed il perfetto. -il fatto di essere un hotel di fatto senza servizi comuni a parte la reception e la terrazza è penalizzante (no Spa, no ristorante, no palestra, no aree comuni), anche se questo lo si sa già al momento della prenotazione. In sintesi: bello, posizione meravigliosa, stanze coinvolgenti, ma manca ancora qualcosina per arrivare alla perfezione…"|"Lifestyle Suites Rome"|"05/07/2019"|"sp"|"TEST"
"Alberto M"|"Palazzo affascinante, posizione unica come la vista direttamente sulla suggestiva Piazza Navona. Personale gentile e disponibile. Le camere originali, di un design moderno e curato nei minimi dettagli e colazione buonissima. Niente di meglio"|"Lifestyle Suites Rome"|"05/07/2019"|"ce"|"TRAINING"
"Stufodifregature"|"Hotel eccezionale, posizione fantastica, personale di una cortesia e professionalità superiore. Camera favolosa con vista su Piazza Navona. Servizi in camera di livello superiore. Terrazza stupenda. Vale veramente la pena soggiornare in questo fantastico hotel. "|"Lifestyle Suites Rome"|"05/07/2019"|"ce"|"TRAINING"
"Mario C"|"Una location unica con tutte le suite che si affacciano su piazza Navona con una vista mozzafiato. Le camere curate in ogni particolare offrono il massimo del piacere e del confort. Lo staff con discrezione offre cordialità ed efficienza . Il soggiorno in questa location regala un'esperienza unica nel centro di Roma"|"Lifestyle Suites Rome"|"05/07/2019"|"lx"|"TRAINING"
"Graziana F"|"Ho alloggiato in questo hotel per qualche giorno e devo dire che è sempilcemente... FANTASTICO! Le camere erano fantastiche e arredate con ordine e classe, affacciavano su piazza Navona... meravigliosa! Il personale molto gentile e attento alle esigenze di tutti."|"Lifestyle Suites Rome"|"05/07/2019"|"ce"|"TRAINING"
"federico19"|"Le suite valorizzano al massimo la veduta di piazza Navona una delle più belle del mondo. In particolare la suite dove ho soggiornato era prospiciente sulla fontana dei quattro fiumi e sulla basilica di Santa Agnese. Uno spettacolo unico. Le suite sono luminose e ben arredate in stile moderno e dotate dei più moderni conforts. La prima colazione offre prodotti di prima qualità e piatti espressi molto gustosi."|"Lifestyle Suites Rome"|"05/07/2019"|"lx"|"TRAINING"
"Explorer696750"|"Si trova proprio difronte a Piazza Navona la reception è molto accogliente si mangia bene ed l'unico peccato e che nn si possono portare gli animali domestici Però ottimo hotel sopratutto grazie alla posizione"|"Lifestyle Suites Rome"|"05/07/2019"|"ce"|"TEST"
"Eleonora2610"|"La posizione si trova proprio davanti alla Fontana dei Quattro Fiumi di Bernini in Piazza Navona. Posizione ottima, andavamo camminando da per tutto ( vicino al Pantheon )! La suite meravigliosa, l'arredo e il design la rendono unica ( anche il bagno ). Pulizia impeccabile. Personale gentilissimo ! Hotel di altissimo livello! POSTO VERAMENTE INCANTEVOLE! Sono molto felice di averlo scelto !"|"Lifestyle Suites Rome"|"05/07/2019"|"lx"|"TEST"
"Francesca2592"|"ESPERIENZA UNICA . I proprietari così come tutto lo staff del Lifestyle sono persone eccezionali . Camere stupende, arredate con gusto e classe. Ogni stanza richiama un tema particolare e lo stile è conforme allo stesso. Tutte le camere hanno l'affaccio su Piazza Navona, aprire la finestra ti permette di godere di un panorama unico, tra i più belli ed invidiati del mondo . Pulizia e cura dei particolari sono tra i punti di forza di questa struttura perfetta ed impeccabile sotto ogni aspetto . La colazione è di una qualità superiore. Buffet con varietà di frutta, yogurt, salumi ( tra cui il pregiatissimo patanegra spagnolo ), torte preparate giornalmente, cereali, biscotti, pane e la possibilità di ordinare piatti espressi : uova, bacon, omelette e quant'altro . Non ci sono parole per descrivere questo posto, esse non basterebbero per decantare al meglio un luogo magico come il LSS di Roma . Bravi ragazzi, continuate cosi ! Siete voi con la vostra professionalità e attenzione la vera chiave del vostro meritato successo! Francesca"|"Lifestyle Suites Rome"|"05/07/2019"|"ce"|"TRAINING"
"xalacom1"|"Perfetta location, stanze bellissime, vista da sogno , personale disponibilissimo, pulizia impeccabile, colazione superAssolutamente da ritornare!!!Sono un grande viaggiatore e ho girato il mondo ma questa struttura mi ha impressionato in positivo in tutto e per tuttoPerfetto per coppieVeramente romantico"|"Lifestyle Suites Rome"|"05/07/2019"|"ce"|"TEST"
"antonellogrey"|"Hotel di altissimo livello, siamo rimasti senza parole, tutto perfetto pulito e comodo. Curato con molta attenzione ogni angolo della struttura, silenzio e tranquillità hanno reso il nostro soggiorno ancora più piacevole. Per concludere dalla camera una vista strepitosa. Sicuramente ci torneremo!!!CONSIGLIATO!!!"|"Lifestyle Suites Rome"|"05/07/2019"|"lx"|"TRAINING"
"Anna R"|"Ho trascorso un breve periodo presso il Lifestyle Suites per un viaggio d'affari e devo dire che la mia esperienza è stata di alto livello.Il personale è sempre stato molto gentile e preparato, le camere poi erano veramente belle ed accoglienti."|"Lifestyle Suites Rome"|"05/07/2019"|"lx"|"TRAINING"
"Trek18880977963"|"posizione fantastica, con vista su pantheon e piazza della rotonda a 2 passi dai luoghi più belli. Camera molto pulita e personale molto disponibile. Colazione a buffet in un bar di fronte all'hotel molto soddisfacente"|"Hotel Abruzzi"|"05/07/2019"|"ce"|"TRAINING"
"CangiQ"|"Le camere sono modeste ma pulite, senza grandi comfort (noi abbiamo alloggiato nella depandance). La colazione nel vicino bar è piuttosto misera. Personale cortese e ottima posizione. Abbastanza caro per quello che offre "|"Hotel Abruzzi"|"05/07/2019"|"ce"|"TEST"
"Adolfo Maria M"|"A prima vista non sembra interessante. Appena sali in camera ti accorgi che e' un hotel che non sembra confortevole ma lo è. Camere di livello superiore e, poi nel centro del centro di Roma, al Pantheon, che dire di più. La prima colazione si consuma in uno dei bar con tavolinetti all'aperto nell'incantevole piazza della Rotonda proprio di fronte al Pantheon. Che dire di più. Un'ottima scelta.…"|"Hotel Abruzzi"|"05/07/2019"|"ce"|"TRAINING"
"Bianco F"|"Credo che ci sia poco da dire, personale di ottimo livello e molto gentile, affaccio in una zona meravigliosa di Roma, colazione all'altezza della location ottima variegata e assolutamente fresca. E' un'ottimo albergo."|"Hotel Abruzzi"|"05/07/2019"|"ce"|"TRAINING"
