"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"Jessica Bianchi"|"Il mio ragazzo mi ha portato a cena in questo ristorante per il nostro anniversario, veramente indimenticabile. La location unica e di grande classe, uno spettacolo cenare in una grotta solo io e lui, molto romantico. Il cibo si vede subito che è di alta qualità e cucinato con molta creatività. Il servizio impeccabile e molto professionale. In questo ristorante il lusso non manca mai. I camerieri sono molto preparati e gentili, passavano spesso a vedere se avevamo bisogno di qualcosa. Veramente un'esperienza bellissima e indimenticabile. Il ristorante si trova in centro di Città Alta, ottima posizione per una passeggiata romantica dopo cena."|"Hotel Relais San Lorenzo"|"05/07/2019"|"TRAINING"|"lx"
"fimeroni"|"Sott’ogni aspetto quel che si respira nella struttura è...Amore.Da come si è accolti a come l’insieme è curato nei particolari...dalla colazione alla cena, passando per la piscina (unica nel suo essere realmente infinity) e la spa.Tutto è tranquillità, riservatezza e lusso nella semplicità.Anche un breve soggiorno rinfranca lo spirito e l’Amor di coppia. Da gustare periodicamente certamente!"|"Monastero Santa Rosa Hotel & Spa"|"05/07/2019"|"TRAINING"|"lx"
"ErMatador"|"Premetto che la location non è effettivamente un Hotel classico 5 stelle  come molti siti di prenotazioni on line descrivono e come ce lo si aspetta. È altresì quello che si definisce un albergo diffuso ( addirittura sul loro sito loro stessi si descrivono come resort .) Ciò deriva da un lato dalla tipicità della città e dall’altro dalla scelta di unire varie unità immobiliari. In effetti il resort é composto da case , casette , camere , locali, etc distribuite in una porzione di collina nel rione Sassi di Matera. L’accesso alle varie costruzioni é spesso tramite ripide stradine di pubblico passaggio e solo nella costruzione principale ( ovvero quella di più grandi dimensioni e in posizione più elevata ) l’accesso é esclusivo. Insomma non aspettatevi il classico albergo , ma soprattutto non aspettatevi servizi o dettagli di un classico hotel con rating 5 stelle. Certo la posizione é una tra migliori e caratteristiche in città ,  idem per la vista , idem per le camere che sono di recente ristrutturazione e sono ben arredate in stile sobrio  ( molte sono addirittura molto ampie come per esempio le suites )... ma in questo luogo a mio avviso manca l’anima , manca la giusta l’atmosfera, l'accudimento e l’accoglienza di un hotel premium/lusso. Plus : - posizione e vista ,  - cortesia del personale,  - buona connessione internet ( circa 15 mega in down e circa 2 in up )  Minus :  - scarsa insonorizzazione nelle camere in zona reception e/o vicino alla strada. - Accesso non sempre agevole alle camere,  - Non sono presenti servizi che ti aspetteresti inclusi per location con un rating del genere come : manca lobby in quanto tale ( solo saletta vicina a reception) manca SPA , manca palestra , manca una piscina/saune , Etc  - Rapporto qualità/prezzo mediocre. Buona la colazione ( sia come qualità che varietà ) e pregevole la zona breakfast sita all’interno di un’ampia grotta ( che funge anche in altri orari da ristorante ) peccato che impediscono di sedersi sui dei bei tavolini all'esterno nella bella stagione. Servizio valet parking a 25 euro al giorno. Conclusioni : una buona meta come posizione e contesto , ma pagare oltre 500 euro al giorno in modalità bed & breakfast ( senza servizi a valore che ritengo essenziali su rating del genere ) non lo giudico molto soddisfacente. Voto finale 6 meno meno.…"|"Sant'Angelo Luxury Resort"|"05/07/2019"|"TRAINING"|"lx"
"Marida10"|"Io e mio marito, insieme a nostra figlia di 2 anni, abbiamo soggiornato per una notte in questo hotel, precisamente in una delle suite palazziate con soppalco. Sicuramente la location, nel suo insieme, è molto suggestiva, la vista è bellissima, la suite è calda e spaziosa.Le note stonate di questo bel quadretto appena delineato, sono però due: la prima, a mio parere piuttosto grave, è la mancanza della televisione nella nostra suite, e soprattutto le prese in giro successive per giustificarne la sua assenza. Premetto che non siamo tv-dipendenti, ma mia figlia, la sera, prima di addormentarsi, è abituata a vederla e non capisco perché avrei dovuto privarmi di questa nostra consuetudine!Le prese in giro successive poi sono state la ciliegina sulla torta: alla prima telefonata in reception,mi è stato risposto che la tv era presente e si trovava sulla sinistra, è venuto anche uno dei ragazzi del personale a controllare di persona. Alla seconda telefonata mi viene detto che la tv era in assistenza per un guasto. Alla terza telefonata mi arrabbio non poco e mi liquidano dicendo che non era prevista la tv in quella suite perché l’architetto non l’aveva predisposta negli arredi???????Ho ripetuto più volte che per noi era un problema, e a mio modesto parere sarebbero dovuti correre a comprarne una pur di accontentare la richiesta lecita di un cliente che sta soggiornando in un hotel a 5 stelle, invece di fare la figura dei BARBONI. La seconda nota stonata è stata la doccia. Non era presente una semplice mensola per poggiare il bagnoschiuma. L’architetto ha ritenuto che una donna dovesse continuamente piegarsi per prendere il bagnoschiuma poggiato a terra?! Per non parlare dell’effetto “tavola da surf” che si provava all’interno della doccia, per via di quella tavola poggiata grossolanamente al suo interno che non faceva altro che muoversi. Provatela e poi capirete di cosa parlo??Il ristorante è superbo, al suo interno regna la professionalità, il savoir faire, la qualità delle pietanze servite e si respira davvero “aria di lusso” come piace alla sottoscritta.La cena è stata davvero perfetta dall’inizio alla fine, una serata a dir poco magica. La colazione a buffet eccelsa, allestita in maniera molto elegante, con dolci buonissimi, succhi di frutta, e tanto altro.Spero che le mie critiche assolutamente costruttive, aiutino a prendere decisioni differenti in futuro, e a non commettere più errori così spiccioli e di bassa lega che non fanno altro che minare la credibilità di un hotel che vanta 5 stelle."|"Sant'Angelo Luxury Resort"|"05/07/2019"|"TRAINING"|"lx"
"Dicoseso"|"Abbiamo soggiornato in questo hotel trovandoci pienamente a nostro agio. La suite era davvero confortevole, il personale molto disponibile e gentile, la colazione ricca e varia! Meritano più di qualche ora la SPA e il solarium. C'é anche un servizio in spiaggia che contribuisce a rendere il soggiorno davvero piacevole! Speriamo di tornare presto!…"|"Smeraldo Suites & Spa"|"05/07/2019"|"TRAINING"|"lx"
"Monica G"|"Hotel stupendo,il personale è gentilissimo sempre sorridente e cortese..la posizione è perfetta sulla spiaggia..e che dire della stanza..noi abbiamo soggiornato in una Suite terrace, è perfetta, spaziosa pulita,letti comodi,insonorizzata molto bene,bagno con una bella doccia cromoterapica per 2..e che dire della terrazza vista mare con mini piscina idromassaggio privata,il Top!!...immersi nell'acqua riscaldata,  in completo relax, puoi ammirare il mare che pare davvero di  poterlo toccare...colazione buona sia dolce che salata..da consigliare e sicuramente da ritornarci...arrivederci You and Me!!…"|"You & Me Beach Hotel"|"05/07/2019"|"TRAINING"|"lx"
"Zex"|"Piccolo ma veramente delizioso campeggio. Siamo stati qui per un fine settimana con un camper in 5. Piazzola media ma ben servita, market piccolino ma con la giusta offerta. Servizi completi, bagni molto ben curati, ristorante associato molto delizioso e gustoso. È stato un fine settimana decisamente rilassante e molto goduto. Ci tornerò di sicuro. …"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"ElisAlice"|"Campeggio situato imposizione perfetta per poter visitare comodamente più luoghi di interesse senza sprecare troppo tempo in auto. Ottimo per chi ha cani. Unica pecca ristorante chiuso il martedì sera. Consigliato"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"Alberto"|"Sapevo già che nella zona Austria-Alto Adige i campeggi sono molto belli e organizzati,a questo li batte tutti. Bagni sempre puliti, Servizi al top e personale molto cordiale. Sicuramente il miglior posto in cui soggiornare se volete visitare la Val Pusteria!"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"Desirè D"|"Ho soggiornato con mio marito per una settimana nelle sistemazioni alpine lodge e ci siamo trovati benissimo.Sono soluzioni abitative singole e autonome, delle vere e proprie casettine di legno vista montagna. La posizione del campeggio è comodissima per raggiungere tutti i vari punti di interesse della valle ( tra Dobbiaco e Villabassa), a 5 min di auto dall imbocco per Braies, stessa distanza da san candido, 40 min da Lienz e da brunico. I lodge sono stupendi, dei gioiellini, tutti in legno, molto spaziosi e con tutti i confort (bagno grande e moderno con asciugamani e carta igienica, cucina con tutte le stoviglie, strofinacci, tovaglia, frigo, microonde e lavastoviglie con annessa capsula, sacchetti per la spazzatura, zona living con divanetto, tv,tavolo da pranzo che da sulla bellissima vetrata esterna, tanti armadi sia in camera da letto e cameretta von letto a castello). Bellissima anche la veranda esterna con tavolo per mangiare fuori e stendino per i panni. La tranquillità che si respira qui non ha prezzo! Anche perché la zona dei lodge è separata da quella dei camperisti. Come servizi abbiamo utilizzato solo il noleggio bici interno e il ristorante-pizzeria samyr (ottima pizza e bellissimo ambiente).Lo consiglieremo ai nostri amici e familiari e cogliamo l'occasione per ringraziare lo staff molto gentile e disponibile.Da ritornarci assolutamente!"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"Alessandro M"|"Ottima struttura, personale disponibilissimo. Pulizie dei servizi molto buona. Dopo parecchi anni che andiamo, per noi è sempre un po' come tornare a casa. Buonissimo ristorante. Posto ideale per rilassarsi."|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"Elena V"|"Da tempo ormai è la nostra base per le gite in sud tirolo. Il campeggio offre una miriade di comodità (bagni riscaldati, stanza con fasciatoio e vaschetta, bagno e doccia per i piccoli, vasca per i cani, piscina, servizio navetta, card per i trasporti pubblici inclusa, mini zoo, noleggio bici...) e il personale è sempre cortese e premuroso. Il bus ferma proprio davanti all’ingresso. Ciliegina sulla torta: l’ottimo ristorante annesso! Davvero consigliato!"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"Andrea E"|"Tutto comincia due settimane prima del ns soggiorno in questa struttura. Telefono prima per prenotazione della piazzola 510 e successivamente mi viene confermata on line prenotazione e la piazzola prescelta. Prima del ns arrivo mi accerto nuovamente della prenotazione che mi viene confermata... Però la piazzola non è più disponibile è già stata occupata sebbene da loro conferma... Alla reception al mio arrivo si scusano ma niente si può fare... Prima delusione e nessun tentativo con chi occupa ormai la 510. Ci sistemiamo comunque.La sera dopo aver prenotato al ristorante del camping ordiniamo due pizze, la cameriera ci dice che ci sarà da aspettare 15 min. Mia figlia 12 anni ha fame e dopo 45 min di attesa ci alziamo Avvisiamo e lasciamo questa specie di ristorante dove nessuno si scusa del disservizio anzi... Così si libera il tavolo!! Il camping non offre un gran ché ed è pure triste... Credo che non ci metteremo più piede e non lo consiglierò mai a nessuno... Un vero schifo."|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"Alessandro R"|"Sono stato tre giorni  e sono rimasto molto soddisfatto della permanenza in questo camping piscina non molto bella ma con 40 gradi diventa bella, stanze molto belle anche se un po' piccoline ma ne vale la pena farsi una vacanza qui"|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"ce"
"faret06"|"Molto bello e pulito piazzole spaziose e piscina accessibile a tutti. vicino ai mezzi pubblici e con la possibilità di arrivare a 20 min dal centro (a piedi) con la navetta. Inoltre per chi volesse ci sono  l'area barbecue, il market e un ristorante"|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"ce"
"Mario Iodice"|"Sono stato questo weekend presso questo villaggio camping con alcuni amici ognuno sistemato in un bungalow. Buona e bellaLa struttura così come le casette, molto accoglienti e pulite. Non condivido l’assenza della pulizia giornaliera, con sostituzione scegli asciugamani. DaMigliorare gli orari del bar ( alle ore 7 del mattino ancora chiuso ) ed il servizio piscina."|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"ce"
"RomaDado"|"Soggiorno di soli due giorni presso questa struttura che abbiamo prenotato non conoscendola. E' stata una buona rivelazione perché risulta essere vicina al luogo di interesse che nella fattispecie è Firenze.  E' ben organizzata in tutto, a partire dalla reception,  alle casette che sono complete di tutto e soprattutto ben pulite. Anche le stoviglie sono assolutamente utilizzabili. Noi siamo in tre ed avevamo due camere e due bagni con docce comodissime nello stesso chalet. L'unica pecca è l'assenza del bidet che a noi italiani piace tanto. Buono il market, il ristorante birreria e il servizio navetta che porta a Firenze (forse da estendere l'ultimo orario di ritorno serale che è alle ore 19.15)"|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"ce"
"delfo78"|"Buona soluzione come punto di partenza per visitare Firenze, ideale per tutti coloro che prediligono la libertà dei campeggi rimanendo comunque vicino ai punti di maggior interesse. Il camping offre tutto l'occorrente per trascorrere delle piacevoli ferie come, ristorante, bar, piscina, market, lavanderia, parco giochi e servizio navetta.  Consigliato soprattutto alle famiglie con bambini."|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"ce"
"Andrea T"|"Dormito una notte in camper presso la struttura.Piazzole molto larghe dotate tutte di allaccio acqua e corrente, tutte in piano o al limite con pochissimo dislivello. Bagni puliti soprattutto tenendo conto che l'affluenza era davvero elevata. Tutta la struttura è gestita molto bene, e molto curata in tutti i dettagli. Comodissima la pista ciclabile lungo l'Arno. collegata con il camping e che ti permette di arrivare fino in centro! Possibilità di noleggiare le bici al campeggio, c'è anche una navetta che con soli 3 euro ti porta in centro. Piscina molto bella e ristorante bar molto carini."|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"ce"
"vale87_11"|"Venivo in questo campeggio 15 anni fa, l'ho ritrovato un po trascurato per quanto riguarda il verde e la manutenzione delle piazzole. La pulizia invece è sempre ottima. Ho soggiornato in una casa mobile di tipo L, funzionale e nuova. In generale il personale non molto brillante.... me lo ricordavo meglio!! Resta comunque un buon campeggio, comodo per la vicinanza al centro e alla spiaggia…"|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"ce"
"Matteo C"|"Son stato qui con gli amici!Non sono un esperto di campeggi ma questo devo dire che merita!Personale gentilissimo sin dall arrivo.Pulizia delle strutture davvero molto buona.A due passi dalla spiaggia ed ha pure la piscina per gli ospiti del campeggio.Market superfornito e un buon ristorante.Devo dire che come esperienza e’ stata davvero buona e sicuramente se ne avrò l occasione,ritornerò!"|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"ce"
"Michela P"|"Non posso che confermare la recensione dell'anno scorso, ottimo campeggio, tenuto benissimo....noi avevamo casa mobile tipo L, pulita, comoda e funzionale. Piscina pulita e tenuta bene.... abbiamo fatto un giro anche nei bagni pubblici e abbiamo notato pulizia ovunque, piazzole ben tenute e personale gentilissimo."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"ce"
"63meme"|"Quest'anno abbiamo fatto il bis, c i siamo stati sia subito dopo ferragosto che ora in settembre, chiaramente la situazione e' diversa, ma malgrado le presenze in campeggio siano sicuramente e ovviamente diverse, la cura e la disponibilità del personale e dei servizi non e' cambiata, oramai sono anni che passiamo almeno un breve periodo in questa struttura, e non ci siamo mai pentiti, non mi dilungo sulla descrizione del posto, cosa già fatta in altre occasioni.Un grazie a tutto lo staff."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"ce"
"MariDryAsai"|"Io e mio marito abbiamo soggiornato in questo campeggio per 3 giorni in una casetta mobile modello H... anche se nel sito viene descritta come 2+1, noi personalmente l’abbiamo trovata stretta anche per 2 persone sole... avevamo con noi i nostri 2 cani e ci muovevamo a malapena... purtroppo devo concordare anche con le recensioni precedenti a questa che parlano della poca attenzione per la pulizia... risolvibile comunque, perché mi è bastato passare un attimo la scopa per risolvere il problema.Per quanto riguarda il campeggio in generale cmq io l’ho trovato molto ordinato e non ci sono stati problemi con gli orari del silenzio... tutto è stato perfetto.Personale molto gentile e sempre disponibile, nonostante la giovane età, i bagni e le docce comuni non li abbiamo usati perché appunto avevamo il nostro bagno nella casetta, quindi non posso esprimere 1 opinione...Ottima vicinanza con la spiaggia, 5 minuti e ci si arriva a piedi senza impazzire a cercar parcheggio... altra cosa che veramente mi è piaciuta tanto è stata il fatto che il giorno della partenza, anche dopo aver liberato la casetta entro le 10 come da regolamento, ci è stato concesso di lasciare la macchina dentro al campeggio x poterci godere un’ultima mezza giornata di spiaggia... ce l’hanno fatta lasciare vicino ai bagni, sotto agli alberi, così l’abbiamo anche ritrovata bella fresca nonostante il sole.L’unica cosa che mi sento di dire è che mi aspettavo che il campeggio avesse fatto una disinfestazione contro gli insetti (in molti campeggi la fanno) perché era praticamente impossibile mangiare fuori sul tavolino o lasciare anche solo per qualche minuto la porta aperta senza essere letteralmente divorati dalle zanzare, già di prima mattina... spero che per i prossimi anni si attrezzino...Speriamo di poter tornare anche il prossimo anno comunque, magari in una casetta più grande e anche per più di 3 giorni!"|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"ce"
"Erica C"|"Premesso che il mio compagno è venuto in questa struttura da parecchi anni e che due anni fa abbiamo soggiornato piacevolmente in una casa mobile non possiamo dire lo stesso per quest'anno !La piazzola del camper (con molta pendenza) era sporca, non curata come tutte le altre nella nostra stradina, la più lontana verso la strada. La strada stessa aveva delle buche molto fonde e pericolose alla sera a differenza delle altre vie tutte sistemate con mattonelle.La cosa più spiacevole è stata il fortissimo Odore Di FOGNATURA che arrivava dalla vasca presente nella nostra piazzola ( preciso che avevo chiesto al momento della scelta della piazzola cosa fosse e mi era stato detto non è niente...) iniziato soprattutto dopo un paio di giorni di soggiorno quando gli addetti del campeggio avevano aperto il sigillo della vasca.Pulizia servizi peggiorata molto negli anni."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"ce"
"Antonio B"|"Vengo all'Europa Camping Village da più di 10 anni, e non mi ha mai deluso.La struttura è fantastica, ampia scelta di piazzole (ci sono piazzole grandi piccole, ombreggiate, poche sono soleggiate), i bagni sono fantastici: moderni, sempre puliti e con molte docce, toilette e lavandini.Il bar è moderno, ristrutturato da poco e molto bello.Il ristorante sul mare è a dir poco fantastico, anch'esso ristrutturato da poco, molto professionale e di qualità.E' presente un market, bazar, bigiotteria, sala giochi, gelateria, campo da calcetto, campo da tennis, parco giochi e sala wellnes.La spiaggia è molto ampia e pulita, sono presenti campi da beach volley, calcio sulla sabbia e giochi per bambini.Piscina magnifica, con uno scivolo, tre piscine e un idromassaggio.Il personale è gentile, qualificato e sempre disponibile.Ad inizio vacanza viene consegnato un braccialetto con cui è possibile pagare tutti i servizi del camping, il tutto verrà poi addebitato sul conto in modo da non dover andare in giro con tanti contanti.Animazione gentile e simpatica, mai invadente, ottima per i bambini.Dei prezzi preferisco non palarne perché ognuno può credere che costi troppo / troppo poco, dico solo che c'è un ottimo rapporto qualità-prezzo e si vede che i soldi vengono investiti continuamente.Unica pecca per qualcuno potrebbe essere il Wifi a pagamento, di cui sinceramente a me non mi interessa niente...Orari del silenzio sempre rispettati sia dalla direzione che dagli ospitiDa provare almeno una volta nella vita!!!Un posto fantastico per godersi la vita senza stress!"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"Fabiana B"|"Delizioso villaggio,moderno,attorniato da piante ed alberi,si trova nel mezzo della bellissima zona piscine,anche riscaldate,con a disposizione sdraio ed ombrelloni e la spiaggia privata con il mare degradante e pulito,ideale per i bambini.Frontespiaggia,si trova il nuovo ristorante,perfetto per tutti i palati,poi la gastronomia takeaway ed il supermercato.Due negozi ed un grande bar per colazione o aperitivo,completano il tutto.Noi abbiamo alloggiato in una ecolife unit,casetta bella,ordinata  e pulitissima,attrezzata di tutto e con un grande terrazzo che abbiamo usufruito molto per pranzi e cene.Vacanza all insegna del relax e del divertimento,anche mio figlio preadolescenze,si e' goduto i nostri giorni di vacanza fra mare,piscina,campetto di calcio,giri in bici con gli amici e qualche sera trascorsa a Lido di Jesolo.Il personale e'molto gentile e disponibile,brave le ragazze e i ragazzi dell animazione.Siamo stati molto bene e torneremo presto!"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"monicam m"|"Sono stata con la famiglia in un bungalow roy con cane. Bungalow pulito,  bagni comuni pulitissimi,  giardini molto curati,  strade pulitissime, in pratica molto curato! Vacanza stupenda! Il campeggio accontenta sia le famiglie che vogliono il cane vicino,   sia le famiglie che non vogliono cani vicino.Organizzazione e pulizia ottime!"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"954dario"|"Ho soggiornato al camping europa nel week end con i miei figli ( 2 )  . Facile da trovare a Cavallino inoltre la reception ha lavorato velocemente ed  in 10 minuti eravamo nella unit . La casetta è confortevole e non manca davvero niente. Pulita a dovere. Certamente torneremo ."|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"ketty r"|"Buon campeggio,nulla di particolare,piazzole ampie e ben tenute. Animazione discreta non invadente. Ottima presenza di servizi interni ,supermercato,edicola,bazar,medico,gastronomia,pizzeria e ristorante.Zona piscina ben tenuta e ben sorvegliata.Scarsa a mio avviso la pulizia dei bagni e docce ,forse dovuta alla grande affluenza essendo la settimana di ferragosto che a mio avviso andava un pò potenziata."|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"pedeluca"|"Vacanze a luglio con famiglia  in bella casetta con ogni comfort..ottima sistemazione...ottimi servizi..pulizia ok! Zona piscine bellissima e pulitissima ...spiaggia attrezzata, pulita e bel mare...unica nota negativa: materassi rigidissimi! Tante zanzare!!!"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"kami"|"Buon rifugio  in quota ben organizzato con ristorante.  buona soluzione per partire presro il giorno seguente in escursione ai crateri sommitali. Forse un po troppo riscaldato di notte e ventola del bagno senza finestra molto rumorosa .Colazione ricca e personale gentile ."|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"Mary"|"Io e il mio ragazzo siamo andati a pranzo il lunedì di Pasqua presso il ristorante del Rifugio Sapienza, avendo prenotato giorni prima.Partendo dal personale che è stato molto cordiale e disponibile, ci siamo accomodati al nostro tavolo riservato.Abbiamo ordinato un antipasto del Rifugio Sapienza, che era di una bontà senza confini, e due primi. Le porzioni erano alquanto abbondanti tanto da non riuscire a finire l’intera porzione ?? ma il gusto era unico.Per finire, ci sono stati offerti dei mini cannoli ??Da ritornarci assolutamente!"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"Alessandra"|"Camere accoglienti e calde (forse anche troppo). Ottima la pulizia e la posizione, a due passi dalla funivia dell'Etna. Personale gentile e flessibiltà di check-in. Colazione a buffet abbondante e con vasta scelta. Parcheggio gratuito in loco. Da provare!"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"alfatocoferolo"|"Siamo andati quattro giorni con la mia famiglia, buona esperienza nel complesso. I PRO sono che il personale è davvero gentile ed efficiente, ogni tanto mi omaggiavano un amaro, ci hanno lasciato la camera qualche oretta in più dopo l'orario di consegna ed erano infinitamente pazienti coi miei figli. Altro vantaggio, la neve è a portata di mano, posteggi nel parcheggio del Rifugio e non la macchina non la usi praticamente più, se non per pochi metri. CONTRO, durante la permanenza hanno ben deciso di dare una pulita a tutta la struttura, ragion per cui avevamo rumori molesti a tutti gli orari (non di notte, ovviamente) e odore di prodotti chimici per la pulizia, all'ingresso. Altro contro, il riscaldamento non è autonomo, i termosifoni partivano a certi orari e senza possibilità di regolarli, morale della favola: la notte si moriva letteralmente di caldo. Ultimo aspetto criticabile, il ristorante. Le pizze non erano male, porzioni molto abbondanti tra l'altro ma antipasti e primi erano bruttarelli. Ho preso un antipasto misto, c'erano dentro caponata, peperonata, omelette, formaggi, salumi e altro, tutto immerso nello stesso olio, era molto pesante e sicuramente non si gustavano i vari sapori. Vino, davvero brutto. Il danno è che a pranzo c'erano delle alternative nei ristorantini intorno ma la sera c'è solo il Rifugio aperto, per cui o cenavi lì o cenavi lì.Nel complesso, una buona vacanza."|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"scoco793"|"Sono molto spesso in giro e non ho mai trovato una camera così, attaccata al mio letto c’era il bagno della camera accanto e si sentiva di tutto dalla pipì alla sciacquone  e’ stato un incubo per tutta la notte non ho chiuso un occhio. Per non parlare della pulizia mia figlia di due anni si è seduta per terra  appena arrivati quando si è alzata aveva il pantalone pieno di polvere! Che schifo e ci hanno fatto aspettare perché la camera non era pulita! Per la colazione non saprei devo ancora scendere ma ve lo sconsiglio"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"79rudar"|"Il rifugio è situato in posizione strategica di fianco alla partenza della funivia, ed è presente anche il ristorante/pizzeria oltre che un bar/souvenir.La camera nel complesso buona con una bella vista a sud verso il mare e Catania...peccato per un po' di foschia mattutina! Inoltre abbiamo notato che le pareti della stanza non sono molto insonorizzate e a causa di ciò più la presenza di ospiti molto maleducati che fino a tarda notte (l'una e oltre) urlavano e i loro bambini che correvano e saltavano sulle scale e nei corridoi comuni non siamo a riusciti a dormire.Ottima la colazione varia (sia dolce che salato) e buono il servizio."|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"salvo"|"Struttura e camere nuove, comode e dotate di tutti i comfort. Ottimo il ristorante con ampia possibilità di scelta, piatti per tutti i gusti. Di qualità e ricca anche la colazione, con in più dolci casarecci che fanno sentire aria di casa. Personale molto cordiale e disponibile, persino una lieve scossa dell'Etna...assolutamente da rifare!"|"Rifugio Sapienza"|"05/07/2019"|"TRAINING"|"ce"
"Andrea Taranto"|"Un'emozione unica: la vista che regala il rifugio Lagazuoi è unica, con un tramonto e un'alba a dir poco spettacolari. Dall'aperitivo nel pomeriggio, solo con i pochi ospiti, alla cena, alla notte nelle stanze in legno e veramente suggestive, al tramonto con il sole che scende dietro le montagne, fino al risveglio per vedere sorgere il sole, è un modo unico per staccare dalla quotidianità, regalarsi due giorni di sci e godersi uno spettacolo mozzafiato.…"|"Rifugio Lagazuoi"|"05/07/2019"|"TRAINING"|"ce"
"Manuel F"|"Località e struttura conosciuta, al top, in senso figurato e non solo ^_^   Metterei solo delle indicazioni sulla posizione, e  uso delle valvole termostatiche nelle camere, ahahah ! Per evitare che qualche turista lasci tutto full open :) e ci si trovi un caldo da spiaggia"|"Rifugio Lagazuoi"|"05/07/2019"|"TRAINING"|"ce"
"Anna M"|"Nel Parco del Gran Paradiso posto piccolo ma estremamente accogliente. Tutto a Km0:tagliere e salumi di ottima qualità, personale gentilissimo,cucina ottima...lasciate uno spazietto per i dolci sono squisiti!  Come se non bastasse attenti alle esigenze degli amici a quattro zampe. Torneremo sicuramente. ??…"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"ce"
"Antonella V"|"Abbiamo cenato domenica sera 3 giugno, posto molto suggestivo ,la signora che a coglie é  molto gentile, cena molto buona, da ritornare di sicuro, ottimo tutto dall'antipasto al dolce, che dire, andateci, non fosse altro per la bellezza  del posto"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"ce"
"marghepog"|"Eleganza, stile, purezza, armonia, gusto: questi gli ingredienti di un agriturismo sapientemente concepito, rigorosamente sostenibile, nel più squisito rispetto della natura e delle antiche tradizioni. paola e suo marito accolgono gli ospiti con calore e discrezione, attenti ma mai invadenti Le camere sono deliziosi nidi alpini. Il ristorante merita la sosta per i prodotti della fattoria, la ricerca di antiche ricette reinterpretate in chiave contemporanea e l'equilibrio che ogni piatto dimostra di avere. La location è straordinaria, sopra Cogne, all'inizio della valle incantata del Gran Paradiso, circondata solo da pisce da fondo e morbide passeggiate dove gli animali (camosci in primis!) regano incontrastati."|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"ce"
"Heidi K"|"Brunch della domenica in questo grande e moderno hotel in zona linate. Sala grande, con tanti tavoli ma buona acustica, c'è anche una zona un po' appartata per far giocare i bambini con l'assistenza di una ragazza del personale. Tante portate, molti antipasti, e ampia scelta tra primi e secondi caldi.  Per il dolce è possibile farsi fare una crepe al momento, altrimenti c'è un banco con vari tipi di torte e dessert.…"|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"ce"
"Giovanni S"|"Stanza minuscola con bagno delle stesse dimensioni.Mobilio vetusto molto rovinato.Frigo completamente vuoto..lampadina della stanza fulminata.L'accessorio per stirare i pantaloni fuori uso.Discretamente pulito..le finestre sono chiuse sigillate.Colazione a buffet..personale di sala non particolarmente disponibile.Spero di non tornare più da queste parti"|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"ce"
